OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,T_SAND,T_SILT,T_CLAY,VC_SAND,C_SAND,M_SAND,F_SAND,VF_SAND,FIBRE,BULK_DEN,RETN_HYGR,RETN_0KP,RETN_33KP,RETN_1500K
30111,0820092,4,20,44,9,30,61,9, , , , , , , , , , 
30112,0820092,5,44,70,38,34,28,38,2,8,16,12, , , , , , 
30113,0820092,6,70,100,45,35,20,45,5,12,17,10, , , , , , 
30114,0820093,2,0,7,17,78,5,17,1,3,6,7, , , , , , 
30115,0820093,3,7,16,16,73,11,16,1,3,4,8, , , , , , 
30116,0820093,4,16,22,48,40,12,48,6,10,19,10, , , , , , 
30117,0820093,5,22,40,42,35,23,42,3,8,17,13, , , , , , 
30118,0820093,6,40,60,45,32,23,45,4,11,19,11, , , , , , 
30119,0820093,7,60,82,44,33,23,44,4,11,18,11, , , , , , 
30120,0820093,8,82,110,47,34,19,47,4,11,19,13, , , , , , 
30121,0820094,2,0,18,81,19, ,81,19,37,21,3, , , , , , 
30122,0820094,3,18,27,67,28,5,67,7,24,27,8, , , , , , 
30123,0820094,4,27,32,90,3,7,90,15,40,31,2, , , , , , 
30124,0820094,5,32,46,44,32,24,44,4,12,19,8, , , , , , 
30125,0820094,6,46,85,42,30,28,42,4,12,18,7, , , , , , 
30126,0820094,7,85,120,44,29,27,44,4,4,18,7, , , , , , 
30127,0820095,2,0,8,78,20,2,78, , , , , , , , , , 
30128,0820095,3,8,13,27,27,46,27,1,7,14,4, , , , , , 
30129,0820095,4,13,28,12,28,60,12, , , , , , , , , , 
30130,0820095,5,28,34,8,26,66,8, , , , , , , , , , 
30131,0820095,6,34,70,13,26,61,13, , , , , , , , , , 
30132,0820096,2,0,10,26,62,12,26,1,5,10,10, , , , , , 
30133,0820096,3,10,22,30,56,14,30,1,4,11,14, , , , , , 
30134,0820096,4,22,32,25,41,34,25,1,3,12,10, , , , , , 
30135,0820096,5,32,55,25,43,32,25,1,2,10,10, , , , , , 
30136,0820096,6,55,110,25,46,29,25,1,2,11,11, , , , , , 
30137,0820099,2,0,5,40,54,6,40,4,12,16,7, , , , , , 
30138,0820099,3,5,11,41,31,28,41,2,12,23,9, , , , , , 
30139,0820099,4,11,18,37,28,35,37,2,11,17,7, , , , , , 
30140,0820099,5,18,46,35,32,33,35,3,11,15,6, , , , , , 
30141,0820099,6,46,60,37,32,31,37,3,10,16,7, , , , , , 
30142,0820099,7,60,80,35,34,31,35,3,10,15,7, , , , , , 
30143,0820100,2,0,12,27,59,14,27,2,7,12,6, , , , , , 
30144,0820100,3,12,18,22,41,37,22,1,4,12,5, , , , , , 
30145,0820100,4,18,27,5,35,60,5, , , , , , , , , , 
30146,0820100,5,27,48,6,27,67,6, , , , , , , , , , 
30147,0820100,6,48,66,26,38,36,26,1,6,12,6, , , , , , 
30148,0820100,7,66,85,38,35,27,38,2,8,18,10, , , , , , 
30149,0820101,2,0,6,43,51,6,43,3,10,18,12, , , , , , 
30150,0820101,3,6,21,35,47,18,35,2,7,16,10, , , , , , 
30151,0820101,4,21,32,31,39,30,31,2,5,3,11, , , , , , 
30152,0820101,5,32,53,23,40,37,23,1,3,11,8, , , , , , 
30153,0820101,6,53,75,24,39,37,24,1,3,12,9, , , , , , 
30154,0820101,7,75,120,26,39,35,26,1,4,12,9, , , , , , 
30155,0820103,2,0,8,6,83,11,6, , , , , , , , , , 
30156,0820103,3,8,21,5,78,17,5, , , , , , , , , , 
30157,0820103,4,21,26,23,56,21,23,2,7,9,4, , , , , , 
30158,0820103,5,26,41,44,27,29,44,4,10,19,10, , , , , , 
30159,0820103,6,41,70,42,28,30,42,5,12,17,8, , , , , , 
30160,0820103,7,70,110,46,29,25,46,6,13,18,8, , , , , , 
30161,0820106,2,0,6,56,38,6,56,5,15,24,11, , , , , , 
30162,0820106,3,6,17,59,31,10,59,4,15,26,13, , , , , , 
30163,0820106,4,17,42,57,35,8,57,4,15,26,11, , , , , , 
30164,0820106,5,42,80,42,38,20,42,4,11,18,9, , , , , , 
30165,0820106,6,80, ,41,35,24,41,4,11,17,8, , , , , , 
30166,0820108,2,0,10,68,31,1,68,8,24,28,7, , , , , , 
30167,0820108,3,10,22,66,30,4,66,6,22,28,9, , , , , , 
30168,0820108,4,22,30,49,31,20,49,4,13,21,10, , , , , , 
30169,0820108,5,30,50,46,30,24,46,3,10,22,10, , , , , , 
30170,0820108,6,50,70,44,30,26,44,4,11,19,9, , , , , , 
30171,0820108,7,70, ,47,30,23,47,4,13,20,10, , , , , , 
30172,0820109,2,0,9,42,52,6,42,5,18,14,4, , , , , , 
30173,0820109,3,9,17,35,32,33,35,3,11,16,5, , , , , , 
30174,0820109,4,17,37,31,28,41,31,2,9,14,5, , , , , , 
30175,0820109,5,37,46,21,33,46,21,2,6,9,4, , , , , , 
30176,0820109,6,46,67,18,28,54,18,1,5,9,3, , , , , , 
30177,0820109,7,67,95,34,28,38,34,2,9,15,7, , , , , , 
30178,0820112,3,18,38,12,53,35,12, , , , , , , , , , 
30179,0820112,4,38,70,9,59,32,9, , , , , , , , , , 
30180,0820112,5,70,100,6,61,33,6, , , , , , , , , , 
30181,0820112,6,100,135,6,58,36,6, , , , , , , , , , 
30182,0820117,8,325,370,53,35,12,53, , , , , , , , , , 
30183,0820118,6,155,200,6,63,31,6, , , , , , , , , , 
30184,0820119,2,0,8,97,1,2,97,9,40,40,6, , , , , , 
30185,0820119,3,8,15,62,31,7,62,6,23,26,6, , , , , , 
30186,0820119,4,15,40,37,27,36,37,4,14,15,3, , , , , , 
30187,0820119,5,40,65,56,32,12,56,5,19,24,7, , , , , , 
30188,0820119,6,65,110,63,29,8,63,8,16,28,7, , , , , , 
30189,0820120,6,190,250, ,49,51, , , , , , , , , , , 
30190,0820121,3,0,3,39,32,19,39,4,12,16,7, , , , , , 
30191,0820121,4,3,16,46,40,14,46,3,13,22,9, , , , , , 
30192,0820121,5,16,26,39,27,34,39,3,11,17,7, , , , , , 
30193,0820121,6,26,60,40,28,32,40,3,12,18,7, , , , , , 
30194,0820122,2,0,15,95,1,4,95,7,49,37,1, , , , , , 
30195,0820122,3,15,29,94,2,4,94,3,49,41,0, , , , , , 
30196,0820122,4,29,40,98,2, ,98,3,55,38,0, , , , , , 
30197,0820122,5,49,66,99,1, ,99,8,75,16,0, , , , , , 
30198,0820122,6,66,74,97,3, ,97,20,52,14,2, , , , , , 
30199,0820123,3,0,3,88,10,2,88,33,45,7,3, , , , , , 
30200,0820123,4,3,36,80,17,3,80,27,39,8,5, , , , , , 
30201,0820123,5,36, ,90,6,4,90,41,38,7,2, , , , , , 
30202,0820124,10,110,130,43,40,17,43,1,2,13,27, , , , , , 
30203,0820124,3,8,15,34,50,16,34, ,1,14,19, , , , , , 
30204,0820124,4,15,24,69,21,10,69, ,2,41,22, , , , , , 
30205,0820124,5,24,33,44,39,17,44, , ,22,22, , , , , , 
30206,0820124,7,34,42,47,40,13,47, ,1,20,26, , , , , , 
30207,0820124,8,42,59,45,42,13,45, ,1,20,24, , , , , , 
30208,0820124,9,59,110,54,32,14,54, ,1,19,34, , , , , , 
30209,0820125,2,0,8,90,9,2,90,19,49,16,2, , , , , , 
30210,0820125,3,8,20,74,26,0,74,13,42,14,2, , , , , , 
30211,0820125,4,20,32,51,46,8,51,10,28,11,2, , , , , , 
30212,0820125,5,32,42,90,3,7,90,16,54,16,1, , , , , , 
30213,0820125,6,42,49,79,11,10,79,10,39,22,6, , , , , , 
30214,0820125,7,49,71,97,0,3,97,4,51,41,0, , , , , , 
30215,0820125,8,71,110,37,34,29,37,4,13,13,5, , , , , , 
30216,0830001,1,0,9,48,40,12,48, , , , , ,1, , , , 
30217,0830001,2,9,15,43,43,14,43, , , , , , , , , , 
30218,0830001,3,15,43,44,40,16,44, , , , , ,1.2, , , , 
30219,0830001,4,43,61,41,47,12,41, , , , , ,1.7, , , , 
30220,0830002,1,0,20,64,27,9,64, , , , , , , , , , 
30221,0830002,2,20,38,54,35,11,54, , , , , , , , , , 
30222,0830002,3,38,76,68,27,5,68, , , , , , , , , , 
30223,0830002,4,76,102,77,18,5,77, , , , , , , , , , 
30224,0830003,1,0,13,59,32,9,59, , , , , , , , , , 
30225,0830003,2,13,76,74,22,4,74, , , , , , , , , , 
30226,0830003,3,76,89,79,17,4,79, , , , , , , , , , 
30227,0830004,1,0,4,61,31,8,61, , , , , , , , , , 
30228,0830004,2,4,15,51,37,12,51, , , , , , , , , , 
30229,0830004,3,15,28,68,24,8,68, , , , , , , , , , 
30230,0830004,4,28,114,26,55,19,26, , , , , , , , , , 
30231,0830005,1,0,13,32,54,14,32, , , , , , , , , , 
30232,0830005,2,13,18,37,53,10,37, , , , , , , , , , 
30233,0830005,3,18,53,51,39,10,51, , , , , , , , , , 
30234,0830005,4,53,76,47,41,12,47, , , , , , , , , , 
30235,0830006,1,0,15,7,52,41,7, , , , , , , , , , 
30236,0830006,2,15,41,32,44,24,32, , , , , , , , , , 
30237,0830006,3,41,76,17,53,30,17, , , , , , , , , , 
30238,0830006,4,76,89,30,52,18,30, , , , , , , , , , 
30239,0830007,1,0,30,47,39,14,47, , , , , , , , , , 
30240,0830007,2,30,71,65,26,9,65, , , , , , , , , , 
30241,0830007,3,71,91,74,19,7,74, , , , , , , , , , 
30242,0830008,1,0,20,72,19,9,72, , , , , , , , , , 
30243,0830008,2,20,30,52,36,12,52, , , , , , , , , , 
30244,0830008,3,30,71,57,32,11,57, , , , , , , , , , 
30245,0830008,4,71,81,69,23,8,69, , , , , , , , , , 
30246,0830009,1,0,10,78,17,5,78, , , , , , , , , , 
30247,0830009,2,10,74,60,33,7,60, , , , , , , , , , 
30248,0830009,3,74,87,50,39,11,50, , , , , , , , , , 
30249,0830010,1,0,20,22,52,26,22, , , , , , , , , , 
30250,0830010,2,20,61,23,54,23,23, , , , , , , , , , 
30251,0830010,3,61,119,22,53,25,22, , , , , , , , , , 
30252,0830010,4,119,130,31,43,26,31, , , , , , , , , , 
30253,0830011,1,0,18,7,49,44,7, , , , , , , , , , 
30254,0830011,2,18,28,6,45,49,6, , , , , , , , , , 
30255,0830011,3,28,58,7,48,45,7, , , , , , , , , , 
30256,0830011,4,58,102,7,47,46,7, , , , , , , , , , 
30257,0830011,5,102,122,6,45,49,6, , , , , , , , , , 
30258,0830012,1,0,10,63,30,7,63, , , , , , , , , , 
30259,0830012,2,10,15,49,45,6,49, , , , , , , , , , 
30260,0830012,3,15,33,46,50,4,46, , , , , , , , , , 
30261,0830012,4,33,48,61,36,3,61, , , , , , , , , , 
30262,0830012,5,46,71,30,68,2,30, , , , , , , , , , 
30263,0830012,6,71,104,28,70,2,28, , , , , , , , , , 
30264,0830013,1,0,38,56,30,14,56, , , , , , , , , , 
30265,0830013,2,38,94,61,28,11,61, , , , , , , , , , 
30266,0830013,3,94,109,66,21,13,66, , , , , , , , , , 
30267,0830013,4,109,127,34,43,23,34, , , , , , , , , , 
30268,0830014,1,0,3,55,36,9,55, , , , , , , , , , 
30269,0830014,2,3,25,32,44,24,32, , , , , , , , , , 
30270,0830014,3,25,66,32,43,25,32, , , , , , , , , , 
30271,0830014,4,66,80,81,17,2,81, , , , , , , , , , 
30272,0830014,5,80,100,30,45,25,30, , , , , , , , , , 
30273,0830015,1,0,4,30,46,24,30, , , , , , , , , , 
30274,0830015,2,4,38,25,42,33,25, , , , , , , , , , 
30275,0830016,1,0,23,21,44,35,21, , , , , , , , , , 
30276,0830016,2,23,43,36,40,24,36, , , , , , , , , , 
30277,0830016,3,43,97,32,43,25,32, , , , , , , , , , 
30278,0830016,4,97,115,4,54,42,4, , , , , , , , , , 
30279,0830017,1,0,3,40,40,20,40, , , , , , , , , , 
30280,0830017,2,3,28,29,36,35,29, , , , , , , , , , 
30281,0830017,3,28,66,19,44,37,19, , , , , , , , , , 
30282,0830018,1,0,10,19,56,25,19, , , , , , , , , , 
30283,0830018,2,10,40,20,56,24,20, , , , , , , , , , 
30284,0830018,3,40,100,15,58,27,15, , , , , , , , , , 
30285,0830019,1,0,13,9,69,22,9, , , , , ,0.9, , , , 
30286,0830019,2,13,25,10,68,22,10, , , , , , , , , , 
30287,0830019,3,25,66,8,69,23,8, , , , , , , , , , 
30288,0830019,4,66,97,7,71,22,7, , , , , ,1.2, , , , 
30289,0830020,1,0,130,79,15,6,79, , , , , , , , , , 
30290,0830021,1,0,33, , , , , , , , , ,0.2, , , , 
30291,0830021,2,33,89, , , , , , , , , ,0.1, , , , 
30292,0830021,3,89,132, , , , , , , , , ,0.1, , , , 
30293,0830022,1,0,30,51,37,12,51, , , , , , , , , , 
30294,0830022,2,30,74,47,39,14,47, , , , , , , , , , 
30295,0830022,3,74,107,57,35,8,57, , , , , , , , , , 
30296,0830022,4,107,117,57,31,12,57, , , , , , , , , , 
30297,0840001,1,0,30, , , , , , , , , ,0.15, , , , 
30298,0840001,3,67,100,22.0,47.4,30.6,22.0, , , , , , , , , , 
30299,0840002,1,7,0, , , , , , , , , ,0.37, , , , 
30300,0840002,2,0,4,73.0,18.4,8.6,73.0, , , , , ,1.69, , , , 
30301,0840002,3,4,75,69.0,7.0,24.0,69.0, , , , , ,1.75, , , , 
30302,0840002,4,75,100,38.6,19.8,41.6,38.6, , , , , , , , , , 
30303,0840003,1,28,5, , , , , , , , , ,0.06, , , , 
30304,0840003,3,0,20,22.2,49.3,28.4,22.2, , , , , , , , , , 
30305,0840003,4,20,80,16.6,29.6,53.6,16.6, , , , , ,1.47, , , , 
30306,0840004,1,37,13, , , , , , , , , ,0.083, , , , 
30307,0840004,2,13,0, , , , , , , , , ,0.324, , , , 
30308,0840004,3,0,5, , , , , , , , , ,0.989, , , , 
30309,0840004,4,5,25,11.8,28.8,59.4,11.8, , , , , ,1.190, , , , 
30310,0840004,5,25,70,0.6,36.0,63.4,0.6, , , , , , , , , , 
30311,0840005,1,10,0, , , , , , , , , ,0.18, , , , 
30312,0840005,2,0,8,44.0,52.2,3.8,44.0, , , , , ,1.09, , , , 
30313,0840005,3,8,28,35.8,30.2,34.0,35.8, , , , , ,1.18, , , , 
30314,0840005,4,28,38,12.4,30.2,57.4,12.4, , , , , , , , , , 
30315,0840005,5,38,65,48.4,30.6,21.0,48.4, , , , , , , , , , 
30316,0840005,6,65,90,30.8,34.6,34.6,30.8, , , , , , , , , , 
30317,0840005,7,90,120,26.2,42.4,31.4,26.2, , , , , , , , , , 
30318,0840006,1,9,0, , , , , , , , , ,0.19, , , , 
30319,0840006,2,0,5,41.8,42.4,15.8,41.8, , , , , ,1.11, , , , 
30320,0840006,3,5,14,13.2,55.4,31.4,13.2, , , , , ,1.12, , , , 
30321,0840006,4,14,45,4.8,49.8,45.9,4.8, , , , , ,1.11, , , , 
30322,0840006,5,45,80,8.2,48.6,43.2,8.2, , , , , , , , , , 
30323,0840006,6,80,100,14.4,48.2,37.4,14.4, , , , , , , , , , 
30324,0840007,1,0,40, , , , , , , , , ,0.061, , , , 
30325,0840007,2,40,185, , , , , , , , , ,0.205, , , , 
30326,0840007,3,185,220,37.4,35.8,26.8,37.4, , , , , , , , , , 
30327,0840008,2,0,55,2.0,40.4,57.6,2.0, , , , , , , , , , 
30328,0840008,3,55,70,5.2,24.0,70.8,5.2, , , , , , , , , , 
30329,0840008,4,70,90,1.2,50.0,48.8,1.2, , , , , , , , , , 
30330,0840008,5,90,120,3.0,25.4,71.6,3.0, , , , , , , , , , 
30331,0840009,1,26,8, , , , , , , , , ,0.28, , , , 
30332,0840009,3,0,42,80.0,13.0,7.0,80.0, , , , , , , , , , 
30333,0840009,4,42,82,66.8,20.2,13.0,66.8, , , , , , , , , , 
30334,0840009,5,82,111,79.8,11.0,9.2,79.8, , , , , , , , , , 
30335,0840010,1,11,0, , , , , , , , , ,1.19, , , , 
30336,0840010,2,0,12,74.2,22.8,3.05,74.2, , , , , ,1.28, , , , 
30337,0840010,3,12,75,79.6,11.9,8.47,79.6, , , , , ,1.27, , , , 
30338,0840010,4,75,120,86.8,7.24,5.92,86.8, , , , , , , , , , 
30339,0840011,1,0,80, , , , , , , , , ,0.12, , , , 
30340,0840011,2,80,120,20.8,49.6,29.6,20.8, , , , , , , , , , 
30341,0840012,2,0,10,16.8,68.8,14.4,16.8, , , , , , , , , , 
30342,0840012,3,10,22,12.4,59.6,28.0,12.4, , , , , , , , , , 
30343,0840012,4,22,50,8.4,51.2,40.4,8.4, , , , , , , , , , 
30344,0840012,5,50,80,8.4,40.6,51.0,8.4, , , , , , , , , , 
30345,0840012,6,80,100,4.8,35.2,60.0,4.8, , , , , , , , , , 
30346,0840013,2,0,3,37.4,40.2,22.4,37.4, , , , , , , , , , 
30347,0840013,3,3,26,39.4,26.2,34.4,39.4, , , , , , , , , , 
30348,0840013,4,26,60,37.4,25.6,37.0,37.4, , , , , , , , , , 
30349,0840013,5,60,85,39.4,29.6,31.0,39.4, , , , , , , , , , 
30350,0840013,6,85,100,40.4,30.0,29.6,40.4, , , , , , , , , , 
30351,0840014,2,0,10,34.8,40.8,24.4,34.8, , , , , , , , , , 
30352,0840014,3,10,40,37.4,29.0,33.6,37.4, , , , , , , , , , 
30353,0840014,4,40,85,42.4,27.6,30.0,42.4, , , , , , , , , , 
30354,0840015,1,8,0, , , , , , , , , ,0.20, , , , 
30355,0840015,2,0,5,42.0,45.8,12.2,42.0, , , , , ,0.74, , , , 
30356,0840015,3,5,20,51.4,30.6,18.0,51.4, , , , , ,1.02, , , , 
30357,0840015,4,20,33,72.6,15.4,12.0,72.6, , , , , , , , , , 
30358,0840015,5,33,54,95.2,2.0,2.8,95.2, , , , , , , , , , 
30359,0840015,6,54,100,47.0,32.0,21.0,47.0, , , , , , , , , , 
30360,0850002,2,0,33,88.0,8.6,3.4,88.0, , , , , , , , , , 
30361,0850002,3,33,120,94.0,3.4,2.6,94.0, , , , , , , , , , 
30362,0850003,2,0,3,92.0,5.0,3.0,92.0, , , , , , , , , , 
30363,0850003,3,3,9,89.6,7.0,3.4,89.6, , , , , , , , , , 
30364,0850003,4,9,110,91.0,6.0,3.0,91.0, , , , , , , , , , 
30365,0850006,2,0,6,93.6,2.4,4.0,93.6, , , , , , , , , , 
30366,0850006,3,6,65,95.0,2.4,2.6,95.0, , , , , , , , , , 
30367,0850006,4,65,120,97.0,1.6,1.4,97.0, , , , , , , , , , 
30368,0860002,2,0,5,90.2,8.2,1.6,90.2, , , , , ,1.19, , , , 
30369,0860002,3,5,15,92.2,6.6,1.2,92.2, , , , , ,1.35, , , , 
30370,0860002,4,15,27,86.0,13.8,0.2,86.0, , , , , , , , , , 
30371,0860002,5,27,100,92.2,5.2,2.6,92.2, , , , , , , , , , 
30372,0860002,6,100,130,97.2,2.4,0.4,97.2, , , , , ,1.45, , , , 
30373,0860006,4,75,120,57.2,32.6,10.2,57.2, , , , , , , , , , 
30374,0860009,1,30,10, , , , , , , , , ,0.24, , , , 
30375,0860009,2,10,0, , , , , , , , , ,0.48, , , , 
30376,0860009,3,0,100,14.0,30.0,57.0,14.0, , , , , ,1.65, , , , 
30377,0860010,1,0,70, , , , , , , , , ,0.07, , , , 
30378,0860010,2,70,100,48.8,27.0,24.2,48.8, , , , , , , , , , 
30379,0860011,1,12,0, , , , , , , , , ,0.10, , , , 
30380,0860011,2,0,13,44.0,48.0,8.0,44.0, , , , , ,1.21, , , , 
30381,0860011,3,13,35,45.0,24.0,31.0,45.0, , , , , ,1.45, , , , 
30382,0860011,4,35,70,41.0,23.0,36.0,41.0, , , , , ,1.35, , , , 
30383,0860011,5,70,100,43.0,25.0,33.0,43.0, , , , , ,1.35, , , , 
30384,0860012,3,3,17,74.0,23.0,3.0,74.0, , , , , ,1.41, , , , 
30385,0860012,4,17,25,62.0,25.0,13.0,62.0, , , , , , , , , , 
30386,0860012,5,25,40,44.0,24.0,32.0,44.0, , , , , , , , , , 
30387,0860012,6,40,80,56.0,24.0,20.0,56.0, , , , , , , , , , 
30388,0860012,7,80,100,58.0,27.0,15.0,58.0, , , , , , , , , , 
30389,0860014,2,0,12,38.2,29.6,32.2,38.2, , , , , , , , , , 
30390,0860014,3,12,28,31.6,25.8,42.6,31.6, , , , , , , , , , 
30391,0860014,4,28,65,51.6,26.2,22.2,51.6, , , , , , , , , , 
30392,0860014,5,65,100,43.0,26.0,31.0,43.0, , , , , , , , , , 
30393,0870018,1,3,0, , , , , , , , , ,0.2, , , , 
30394,0870018,2,0,2,90,7.5,2.2,90,1.8,30.2,50.5,7.6, ,0.57, , , , 
30395,0870018,3,2,26,90.4,7.3,2.3,90.4,1,25.1,55.3,8.9, ,1.37, , , , 
30396,0870018,4,26,49,92.3,2.7,4.1,92.3,0.7,23.2,60.9,8.3, ,1.59, , , , 
30397,0870018,6,94,100,96,1.4,2.6,96,0.5,22.7,64.3,8.4, ,1.51, , , , 
30398,0870022,1,3,0, , , , , , , , , ,0.12, , , , 
30399,0870022,2,0,10, , , , , , , , , ,0.52, , , , 
30400,0870022,3,10,19, , , , , , , , , ,0.58, , , , 
30401,0870022,4,19,100, , , , , , , , , ,0.64, , , , 
30402,0870023,1,17,0, , , , , , , , , ,0.12, , , , 
30403,0870023,2,0,10, , , , , , , , , ,0.3, , , , 
30404,0870023,3,10,20, , , , , , , , , ,0.69, , , , 
30405,0870023,4,20,22, , , , , , , , , ,0.66, , , , 
30406,0870023,5,22,36, , , , , , , , , ,0.66, , , , 
30407,0870023,7,40,80, , , , , , , , , ,1.39, , , , 
30408,0870023,8,80,100, , , , , , , , , ,1.8, , , , 
30409,0870024,1,3,0, , , , , , , , , ,0.06, , , , 
30410,0870024,2,0,10, , , , , , , , , ,1.1, , , , 
30411,0870024,3,10,57, , , , , , , , , ,1.21, , , , 
30412,0870024,4,57,100, , , , , , , , , ,1.21, , , , 
30413,0870025,1,13,0, , , , , , , , , ,0.14, , , , 
30414,0870025,2,0,6, , , , , , , , , ,1.42, , , , 
30415,0870025,3,6,19, , , , , , , , , ,1.38, , , , 
30416,0870025,4,19,25, , , , , , , , , ,1.52, , , , 
30417,0870025,5,25,58, , , , , , , , , ,1.23, , , , 
30418,0870025,6,58,61, , , , , , , , , ,1.4, , , , 
30419,0870025,7,61,100, , , , , , , , , ,1.69, , , , 
30420,0870026,1,9,6, , , , , , , , , ,0.17, , , , 
30421,0870026,2,6,3, , , , , , , , , ,0.17, , , , 
30422,0870026,3,3,0, , , , , , , , , ,0.17, , , , 
30423,0870026,4,0,5, , , , , , , , , ,1.36, , , , 
30424,0870026,5,5,13, , , , , , , , , ,1.36, , , , 
30425,0870026,6,13,38, , , , , , , , , ,1.51, , , , 
30426,0870026,7,38,54, , , , , , , , , ,1.56, , , , 
30427,0870026,8,54,83, , , , , , , , , ,1.59, , , , 
30428,0870026,9,83,100, , , , , , , , , ,1.55, , , , 
30429,0870027,1,7,0, , , , , , , , , ,0.12, , , , 
30430,0870027,2,0,4, , , , , , , , , ,0.99, , , , 
30431,0870027,3,4,16, , , , , , , , , ,0.99, , , , 
30432,0870027,4,16,31, , , , , , , , , ,1.31, , , , 
30433,0870027,5,31,59, , , , , , , , , ,1.26, , , , 
30434,0870027,6,59,72, , , , , , , , , ,1.28, , , , 
30435,0870027,7,72,100, , , , , , , , , ,1.51, , , , 
30436,0870030,1,7,0, , , , , , , , , ,0.13, , , , 
30437,0870032,1,4,0, , , , , , , , , ,0.16, , , , 
30438,0870033,1,3,0, , , , , , , , , ,0.1, , , , 
30439,0870033,2,0,15, , , , , , , , , ,1.37, , , , 
30440,0870033,3,15,40, , , , , , , , , ,1.28, , , , 
30441,0870033,4,40,82, , , , , , , , , ,1.4, , , , 
30442,0870033,5,82,100, , , , , , , , , ,1.48, , , , 
30443,0870034,1,32,0, , , , , , , , , ,0.15, , , , 
30444,0870034,2,0,9, , , , , , , , , ,0.54, , , , 
30445,0870034,3,9,47, , , , , , , , , ,1.61, , , , 
30446,0870034,4,47,100, , , , , , , , , ,1.31, , , , 
30447,0870035,1,12,7, , , , , , , , , ,0.09, , , , 
30448,0870035,2,7,0, , , , , , , , , ,0.17, , , , 
30449,0870035,3,0,15, , , , , , , , , ,0.77, , , , 
30450,0870035,4,15,43, , , , , , , , , ,1.52, , , , 
30451,0870035,5,43,48, , , , , , , , , ,0.77, , , , 
30452,0870035,6,48,100, , , , , , , , , ,1.32, , , , 
30453,0870036,1,7,0, , , , , , , , , ,0.12, , , , 
30454,0870036,2,0,6, , , , , , , , , ,0.83, , , , 
30455,0870036,3,6,33, , , , , , , , , ,1.07, , , , 
30456,0870036,4,33,100, , , , , , , , , ,1.53, , , , 
30457,0870037,1,6,0, , , , , , , , , ,0.08, , , , 
30458,0870037,2,0,13, , , , , , , , , ,1.2, , , , 
30459,0870037,3,13,41, , , , , , , , , ,1.21, , , , 
30460,0870037,4,41,77, , , , , , , , , ,1.31, , , , 
30461,0870037,5,77,100, , , , , , , , , ,1.23, , , , 
30462,0870045,1,3,0, , , , , , , , , ,0.08, , , , 
30463,0870045,2,0,16, , , , , , , , , ,0.59, , , , 
30464,0870045,3,16,18, , , , , , , , , ,0.59, , , , 
30465,0870045,4,18,50, , , , , , , , , ,0.93, , , , 
30466,0870045,5,50,51, , , , , , , , , ,0.93, , , , 
30467,0870045,6,51,58, , , , , , , , , ,1.25, , , , 
30468,0870045,7,58,59, , , , , , , , , ,1.25, , , , 
30469,0870045,8,59,100, , , , , , , , , ,1.27, , , , 
30470,0870046,1,4,0, , , , , , , , , ,0.06, , , , 
30471,0870046,2,0,6, , , , , , , , , ,0.97, , , , 
30472,0870046,3,6,30, , , , , , , , , ,1.43, , , , 
30473,0870046,4,30,100, , , , , , , , , ,1.45, , , , 
30474,0870047,1,4,0, , , , , , , , , ,0.05, , , , 
30475,0870047,2,0,2, , , , , , , , , ,1.2, , , , 
30476,0870047,3,2,13, , , , , , , , , ,1.32, , , , 
30477,0870047,4,13,28, , , , , , , , , ,1.56, , , , 
30478,0870047,5,28,42, , , , , , , , , ,1.65, , , , 
30479,0870047,6,42,100, , , , , , , , , ,1.62, , , , 
30480,0870048,1,7,0, , , , , , , , , ,0.09, , , , 
30481,0870048,2,0,9, , , , , , , , , ,0.88, , , , 
30482,0870048,3,9,17, , , , , , , , , ,1.27, , , , 
30483,0870048,4,17,24, , , , , , , , , ,1.34, , , , 
30484,0870048,5,24,60, , , , , , , , , ,1.41, , , , 
30485,0870048,6,60,75, , , , , , , , , ,1.4, , , , 
30486,0870048,7,75,100, , , , , , , , , ,1.27, , , , 
30487,0870049,1,15,0, , , , , , , , , ,0.15, , , , 
30488,0870049,2,0,9, , , , , , , , , ,1.1, , , , 
30489,0870049,3,9,48, , , , , , , , , ,1.52, , , , 
30490,0870049,4,48,100, , , , , , , , , ,1.58, , , , 
30491,0870050,1,3,0, , , , , , , , , ,0.06, , , , 
30492,0870050,2,0,17, , , , , , , , , ,0.87, , , , 
30493,0870050,3,17,23, , , , , , , , , ,0.89, , , , 
30494,0870050,4,23,31, , , , , , , , , ,1.06, , , , 
30495,0870050,5,31,40, , , , , , , , , ,1.11, , , , 
30496,0870050,6,40,100, , , , , , , , , ,1.15, , , , 
30497,0870051,1,10,0, , , , , , , , , ,0.13, , , , 
30498,0870051,2,0,7, , , , , , , , , ,1.31, , , , 
30499,0870051,3,7,34, , , , , , , , , ,1.31, , , , 
30500,0870051,4,34,56, , , , , , , , , ,1.55, , , , 
30501,0870051,5,56,100, , , , , , , , , ,1.55, , , , 
30502,0870052,1,6,0, , , , , , , , , ,0.06, , , , 
30503,0870052,2,0,3, , , , , , , , , ,0.96, , , , 
30504,0870052,3,3,12, , , , , , , , , ,1.3, , , , 
30505,0870052,4,12,22, , , , , , , , , ,1.26, , , , 
30506,0870052,5,22,60, , , , , , , , , ,1.36, , , , 
