OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,T_SAND,T_SILT,T_CLAY,VC_SAND,C_SAND,M_SAND,F_SAND,VF_SAND,FIBRE,BULK_DEN,RETN_HYGR,RETN_0KP,RETN_33KP,RETN_1500K
17277,0130583,4,18,30,7,27,66, ,2, ,3,2, , , , , ,30.4
17278,0130583,5,30,50,13,31,56, ,3, ,6,4, , , , , ,27.5
17279,0130583,6,50,60,19,36,45, ,6, ,8,5, , , , , ,23.5
17280,0130583,7,60,78,23,38,39, ,6, ,9,8, , , , , ,27.5
17281,0130584,1,0,15,21.5,44.9,33.5, , , , , , , , , , , 
17282,0130584,2,15,35,12.9,41.3,45.8, , , , , , , , , , , 
17283,0130584,3,35,120,1.1,20.5,78.4, , , , , , , , , , , 
17284,0130585,1,0,16,88.9,6.4,4.7,1.1,11.9,25.9,39.2,10.7, , , , , ,7
17285,0130585,2,16,43,87.1,7.4,5.5,0.7,8,22.1,43.8,11.9, , , , , ,3.1
17286,0130585,3,43,63,85.6,7.7,6.7,1.1,6.3,17.5,44.9,15.5, , , , , ,4.1
17287,0130585,4,63,93,91.4,2.6,6.1,1,5.8,19,51.2,14.3, , , , , ,3.6
17288,0130585,5,93,123,92.6,2.8,4.6,1.3,8.4,18.6,50.1,14.2, , , , , ,3.2
17289,0130585,6,123,170,96.3,1.9,1.8,0.7,8.7,35.5,46.6,4.7, , , , , ,2.3
17290,0130586,1,0,10,79,15,6, ,57, ,17,5, , , , , , 
17291,0130586,2,10,15,70,21,9, ,46, ,18,6, , , , , , 
17292,0130586,3,15,28,76,14,10, ,37, ,29,10, , , , , , 
17293,0130586,4,28,41,98,1,1, ,63, ,31,4, , , , , , 
17294,0130586,5,41,66,98,1,1, ,78, ,18,2, , , , , , 
17295,0130587,1,0,16,55.4,34.9,9.7,4.8,12.9,7.6,20.3,9.7, , , , , , 
17296,0130587,2,16,30,51,39.7,9.3,4.3,12.1,6.5,17.8,10, , , , , , 
17297,0130587,3,30,44,47.3,27.5,25.2,6.3,12.3,7.5,14.9,6.3, , , , , , 
17298,0130587,4,44,70,59.3,20.7,20,6.7,9.6,7.6,23.3,11.8, , , , , , 
17299,0130587,5,70,95,56,25.6,18.4,5.7,13.7,7.9,18.3,9.8, , , , , , 
17300,0130587,6,95,125,50.2,31,18.8,3.6,8.7,7.8,21.1,8.9, , , , , , 
17301,0130587,7,125,145,85.2,10.2,4.5,3,13.6,18.2,42.9,7.4, , , , , , 
17302,0130587,8,145,190,45.5,37.2,17.4,4.9,8,6.6,16.9,8.8, , , , , , 
17303,0130588,1,0,5,26,63,11, ,10, ,5,11, , , , , ,15.4
17304,0130588,2,5,11,42,51,7, ,18, ,12,12, , , , , ,7.3
17305,0130588,3,11,18,64,28,8, ,30, ,24,10, , , , , ,7
17306,0130588,4,18,34,48,31,21, ,19, ,17,12, , , , , ,13.3
17307,0130588,5,34,60,32,39,29, ,15, ,9,8, , , , , ,19.5
17308,0130588,6,60,70,48,33,19, ,20, ,26,2, , , , , ,13.3
17309,0130588,7,70,83,43,35,22, ,21, ,13,9, , , , , ,15.7
17310,0130588,8,83,,46,34,20, ,24, ,14,8, , , , , ,15.5
17311,0130589,1,0,25,45.2,38.9,15.9,0.1,0.2,0.3,15.6,28.7, , , , , ,9.6
17312,0130589,2,25,41,41.2,41,17.9,0.1,0,0.2,10.8,29.8, , , , , ,8.7
17313,0130589,3,41,61,22.8,46.5,30.6,0.1,0.1,0.1,6.1,16.2, , , , , ,14.8
17314,0130589,4,61,78,17.8,56.2,26,0.2,0.3,0.1,1.5,15.4, , , , , ,12.1
17315,0130589,5,78,106,25.6,55.9,18.5,0,0.1,0,1.1,23.7, , , , , ,11.9
17316,0130589,6,106,138,52.1,33.2,14.7,0.3,0.2,0.2,2.2,48.9, , , , , ,7.8
17317,0130589,7,138,168,30,50,20,0.2,0.2,0.3,0.8,28.1, , , , , ,10.3
17318,0130589,8,168,190,21.7,49.1,29.3,0.1,0.3,0.3,1.8,19.1, , , , , ,12.8
17319,0130589,9,190,215,15.8,52.1,32,0.1,0.2,0.1,5.7,9.5, , , , , ,15
17320,0130590,1,0,16,72.7,19,8.3,8.8,18.6,11.6,21.3,12.2, , , , , ,7.5
17321,0130590,2,16,36,75.5,16.2,8.4,9.3,19.3,12.6,21.9,12.2, , , , , ,5.5
17322,0130590,3,36,56,76.2,13.9,9.9,5.9,11.6,11,30.2,17.4, , , , , ,5.4
17323,0130590,4,56,75,80.7,9.3,10,3.6,9.7,11.9,35.9,19.4, , , , , ,5.2
17324,0130590,5,75,88,82.8,8.5,8.7,3.1,10.8,12.8,33.2,22.7, , , , , ,12.8
17325,0130590,6,88,115,96.4,2.2,1.4,19.5,31.3,20.1,12.4,12.9, , , , , ,2.4
17326,0130590,7,115,149,96.2,3.8,0,24.4,37.3,18.4,10.8,5.1, , , , , ,1.9
17327,0130591,1,0,11,20,32,48,0,0,1,7,12, , , , , ,24.4
17328,0130591,2,11,24,9,19,72,0,0,1,2,6, , , , , ,27.3
17329,0130591,3,24,45,5,20,75,0,0,1,1,3, , , , , ,26
17330,0130591,4,45,65,2,24,74,0,0,0,1,1, , , , , ,26
17331,0130591,5,65,85,1,26,73,0,0,0,0,1, , , , , ,24.7
17332,0130591,6,85,105,0,32,68,0,0,0,0,0, , , , , ,26.2
17333,0130591,7,105,125,0,29,71,0,0,0,0,0, , , , , ,27.4
17334,0130591,8,125,143,1,25,74,0,0,0,0,1, , , , , ,28.7
17335,0130591,9,143,160,1,19,80,0,0,0,0,1, , , , , ,30.3
17336,0130592,1,0,13,38,43,19, ,19, ,9,10, , , , , , 
17337,0130592,2,13,30,14,61,25, ,4, ,3,7, , , , , , 
17338,0130592,3,30,43,22,45,33, ,9, ,5,8, , , , , , 
17339,0130592,4,43,71,42,13,45, ,17, ,14,11, , , , , , 
17340,0130592,5,71,84,52,21,27, ,24, ,17,11, , , , , , 
17341,0130592,6,84,,54,22,24, ,26, ,17,11, , , , , , 
17342,0130594,1,0,5,32,52,16, ,8, ,6,18, , , , , , 
17343,0130594,2,5,15,26,57,17, ,11, ,5,10, , , , , , 
17344,0130594,3,15,38,29,42,29, ,13, ,7,9, , , , , , 
17345,0130594,4,38,53,74,13,13, ,48, ,15,11, , , , , , 
17346,0130594,5,53,79,63,21,16, ,36, ,16,11, , , , , , 
17347,0130594,6,79,96,49,25,26, ,25, ,15,9, , , , , , 
17348,0130596,1,0,15,11.6,48,40.4,0.1,0.1,0.3,1.4,9.4, , , , , ,22.2
17349,0130596,10,235,264,1.2,24.6,74.2,0.2,0.2,0.2,0.2,0.3, , , , , ,32.8
17350,0130596,2,15,27,19.3,46.8,33.9,0,0.2,0.4,1.6,16.9, , , , , ,14.9
17351,0130596,3,27,56,9.1,33.3,57.5,0,0,0.4,1.5,7.2, , , , , ,24.2
17352,0130596,4,56,85,6.1,34.9,59,0,0.1,0.3,0.9,4.7, , , , , ,23.7
17353,0130596,5,85,118,0.4,39.5,60.1, , , , , , , , , , ,24.6
17354,0130596,6,118,148,0.2,41.8,58, , , , , , , , , , ,26
17355,0130596,7,148,177,0.4,29.1,70.5, , , , , , , , , , ,29.5
17356,0130596,8,177,206,0.3,33.7,66, , , , , , , , , , ,30.2
17357,0130596,9,206,235,1.8,33.4,64.8,0.2,0.2,0.3,0.1,1, , , , , ,30.3
17358,0130597,1,0,9,7.5,42.7,49.7,0.3,0.6,0.5,1.4,4.5, , , , , , 
17359,0130597,2,9,21,8.3,42.4,49.3,0.2,0.4,0.4,1.6,5.5, , , , , , 
17360,0130597,3,21,56,15.4,36.4,48.2,0.2,0.4,0.9,3.1,10.5, , , , , , 
17361,0130597,4,56,93,1.3,29.4,69.3,0.1,0.1,0.1,0.4,0.5, , , , , , 
17362,0130597,5,93,100,0.2,41,58.8,0.1,0,0,0,0, , , , , , 
17363,0130598,1,0,15,7.6,45.4,47.1,0,0.1,0.1,0.4,6.9, , , , , ,23.1
17364,0130598,2,15,30,8,47.4,44.6,0.1,0,0,0.3,7.4, , , , , ,19.9
17365,0130598,3,30,45,9.4,50.1,40.5,0,0,0,0.3,8.9, , , , , ,16.6
17366,0130598,4,45,68,5.2,45.7,49.1,0,0,0.1,0.2,4.7, , , , , ,19.1
17367,0130598,5,68,98,0.4,36.7,63, , , , , , , , , , ,25.3
17368,0130598,6,98,128,0.1,31.9,68.1, , , , , , , , , , ,25.9
17369,0130598,7,128,163,0.1,37.7,62.3, , , , , , , , , , ,28
17370,0130598,8,163,196,0.1,30.8,69.2, , , , , , , , , , ,30.6
17371,0130598,9,196,278,0.1,31.9,68.1, , , , , , , , , , ,30.4
17372,0130599,1,0,19,80.2,9.1,10.7,0.1,0.2,0.3,60,19.5, , , , , ,7.2
17373,0130599,2,19,38,79.4,11.2,9.5,0,0.1,0.2,58.2,20.2, , , , , ,6.3
17374,0130599,3,38,64,78.7,13.3,8,0,0.2,0.2,57.5,20.6, , , , , ,4.6
17375,0130599,4,64,94,83.4,6.3,10.3,0,0,0.2,61.9,21.2, , , , , ,5.6
17376,0130599,5,94,130,71.2,11.8,17,0.1,0.2,0.1,50.4,20.1, , , , , ,9.6
17377,0130599,6,130,161,63.3,18.8,17.8,0,0.1,0,30.8,32.2, , , , , ,10.5
17378,0130599,7,161,191,6.9,32.9,60.2,0,0,0,3,3.8, , , , , ,27.4
17379,0130599,8,191,240,1.2,35.3,63.4,0.1,0,0.2,0.4,0.5, , , , , ,31.5
17380,0130601,1,0,18,16.3,54.2,29.5,0.1,0.2,0.2,2.7,13, , , , , ,16.8
17381,0130601,10,250,290,2.3,46.6,51.1,0,0,0,0.5,1.7, , , , , ,21.3
17382,0130601,2,18,41,15.2,55,29.9,0,0.1,0.2,2.3,12.4, , , , , ,13.2
17383,0130601,3,41,64,11.7,56.9,31.5,0,0.1,0.1,1.1,10.2, , , , , ,14.6
17384,0130601,4,64,94,18,60,22,0,0.1,0,1.5,15.9, , , , , ,11.1
17385,0130601,5,94,125,18.5,61.4,20.1,0,0.1,0.1,2.3,16.1, , , , , ,11.8
17386,0130601,6,125,160,27.8,40.1,32.1,0,0.2,0.8,12.1,14.5, , , , , ,13.9
17387,0130601,7,160,190,4.4,62.6,33,0,0,0,0.2,4.1, , , , , ,15.8
17388,0130601,8,190,220,3.5,60.4,36.1,0,0,0,0.5,2.8, , , , , ,16.2
17389,0130601,9,220,250,6.7,54.8,38.5,0,0.1,0,1,5.5, , , , , ,18.9
17390,0130602,1,0,10,14.1,44.7,41.2,0.1,0.1,0.2,1.3,12.4, , , , , ,24.2
17391,0130602,2,10,34,15.7,44.2,40.1,0,0.1,0.2,1.7,13.5, , , , , ,21.8
17392,0130602,3,34,61,20.7,45.5,33.9,0.1,0.2,0.3,2.5,17.5, , , , , ,15.3
17393,0130602,4,61,97,10.4,23.8,65.8,0.1,0.4,0.7,4.7,4.7, , , , , ,22.8
17394,0130602,5,97,140,1.4,13.3,85.3,0,0.1,0.1,0.4,0.7, , , , , ,26.5
17395,0130602,6,140,173,3.6,12.3,84.2,0.4,0.6,0.5,1.3,0.8, , , , , ,28.6
17396,0130602,7,173,210,1,15.3,83.7, , , , , , , , , , ,30.1
17397,0130602,8,210,248,0.1,27.4,72.5, , , , , , , , , , ,29.1
17398,0130602,9,248,286,2.5,18.1,79.4,0.2,0.4,0.4,0.9,0.5, , , , , ,30.7
17399,0130603,1,8,0, , , , , , , , , , , , , ,99.9
17400,0130603,2,0,4,31,46,23,2,3,4,12,10, , , , , ,12.7
17401,0130603,3,4,13,30,49,21,2,6,7,10,5, , , , , ,21.4
17402,0130603,4,13,21,29,38,33,3,4,4,9,9, , , , , ,14.2
17403,0130603,5,21,43,39,49,12,0,1,2,15,21, , , , , ,13.1
17404,0130603,6,43,,33,38,29,4,4,4,10,11, , , , , ,13.5
17405,0130606,1,0,18,85,8,7, ,74, ,8,3, , , , , , 
17406,0130606,2,18,25,81,11,8, ,65, ,10,6, , , , , , 
17407,0130606,3,25,36,88,4,8, ,59, ,22,7, , , , , , 
17408,0130606,4,36,51,96,1,3, ,91, ,4,1, , , , , , 
17409,0130606,5,51,66,98,0,2, ,95, ,2,1, , , , , , 
17410,0130606,6,66,74,98,0,2, ,70, ,6,22, , , , , , 
17411,0130606,7,74,89,97,1,2, ,92, ,4,1, , , , , , 
17412,0130606,8,89,109,98,0,2, ,91, ,6,1, , , , , , 
17413,0130607,1,0,15,17.3,57,25.6,0.2,0.3,0.1,1.2,15.2, , , , , ,24
17414,0130607,10,229,273,0.5,43.5,56, , , , , , , , , , ,26.6
17415,0130607,2,15,30,18.7,55.1,26.2,0,0,0.1,0.9,17.6, , , , , ,15.4
17416,0130607,3,30,48,19.6,55.1,25.3,0,0,0,1.2,18.2, , , , , ,11.7
17417,0130607,4,48,67,20,57,23,0.1,0,0,0.6,19.1, , , , , ,10.3
17418,0130607,5,67,98,14.7,60.4,24.8,0,0,0,0.5,14.1, , , , , ,13.1
17419,0130607,6,98,122,10.4,54.6,35,0,0,0,0.4,9.8, , , , , ,16.7
17420,0130607,7,122,158,8.9,55.8,35.3,0,0,0,0.3,8.4, , , , , ,15.8
17421,0130607,8,158,194,0.4,55.3,44.3, , , , , , , , , , ,22.8
17422,0130607,9,194,229,0.3,48.8,50.9, , , , , , , , , , ,24.3
17423,0130608,1,0,17,5.2,58.8,36,0,0,0,0.3,4.9, , , , , ,23
17424,0130608,10,202,232,0.2,53.8,46, , , , , , , , , , ,23
17425,0130608,11,232,262,0.1,50.7,49.2, , , , , , , , , , ,24.6
17426,0130608,12,262,292,0.2,49.3,50.5, , , , , , , , , , ,24.7
17427,0130608,2,17,36,5.4,59.6,35,0,0,0,0.1,5.2, , , , , ,18.7
17428,0130608,3,36,45,6.6,58.2,35.2,0,0,0,0.2,6.3, , , , , ,17.7
17429,0130608,4,45,61,7.3,62.2,30.5,0,0,0,0.2,7, , , , , ,16.7
17430,0130608,5,61,86,7.1,63.2,29.7,0,0,0,0.1,6.7, , , , , ,16.3
17431,0130608,6,86,113,1.6,58.5,39.9,0,0,0,0.1,1.4, , , , , ,22
17432,0130608,7,113,142,1.3,59,39.7,0,0,0,0.1,1.2, , , , , ,22.6
17433,0130608,8,142,172,0.5,56.1,43.4, , , , , , , , , , ,25.3
17434,0130608,9,172,202,0.1,52.2,47.6, , , , , , , , , , ,24.3
17435,0130609,1,0,12,59.4,24,16.6,0.2,2.6,3.2,25.4,27.7, , , , , ,8.6
17436,0130609,2,12,36,68.3,13.5,18.2,0.1,1.4,4.5,31.9,30.2, , , , , ,6.6
17437,0130609,3,36,74,66.9,19.3,13.8,0.1,1.7,2.7,23.7,38.5, , , , , ,6.1
17438,0130609,4,74,104,53.2,31.7,15.1,0,0.4,1.4,16.1,35.1, , , , , ,6.7
17439,0130609,5,104,132,35.9,47.2,16.9,0,0.3,0.3,4.4,30.7, , , , , ,7.6
17440,0130609,6,132,164,42.8,34.2,23,0.1,0.6,1.7,13.9,26.4, , , , , ,8.4
17441,0130609,7,164,199,11.5,34.9,53.5,0.2,0.1,0.2,2.5,8.3, , , , , ,18.9
17442,0130609,8,199,239,1.9,33.2,64.8,0,0.1,0.2,0.5,0.9, , , , , ,24.3
17443,0130609,9,239,279,1,47.6,51.4,0,0,0,0.2,0.8, , , , , ,26
17444,0130610,1,0,13,54.4,27.8,17.7,0,0.3,1.2,31.1,21.7, , , , , ,11.4
17445,0130610,2,13,43,47.1,32.1,20.8,0.1,0.2,0.8,22.9,23, , , , , ,10.4
17446,0130610,3,43,73,71.4,9,19.7,0,0.6,3.8,53.8,13.2, , , , , ,9.2
17447,0130610,4,73,101,72.8,8.1,19.1,0.1,0.7,3.6,52.8,15.7, , , , , ,9.1
17448,0130610,5,101,130,71.7,9.1,19.3,0,0.5,4.6,54.3,12, , , , , ,8
17449,0130610,6,130,165,74.8,8.2,17,0,0.7,3,54.3,16.7, , , , , ,6.1
17450,0130610,7,165,200,73.5,10.2,16.3,0,0.4,2.4,55.8,14.8, , , , , ,7.3
17451,0130610,8,200,235,70.9,11.1,18,0,0.5,3.5,49.2,17.5, , , , , ,7.8
17452,0130610,9,235,270,73.5,10.7,15.9,0,0.8,4,51.1,17.4, , , , , ,6.5
17453,0130611,1,0, 18,84.2,9.6,6.2,0.1,0.8,1.7,47.3,34.2, , , , , , 
17454,0130611,2,18, 42,85.9,7.6,6.5,0,0.6,1.3,48.6,35.3, , , , , , 
17455,0130611,3,42, 63,89.2,3.5,7.3,0.1,0.6,1.7,58.6,28.1, , , , , , 
17456,0130611,4,63, 85,90.9,2.3,6.8,0,0.5,1.8,68.2,20.2, , , , , , 
17457,0130611,5,85,108,76.3,11.6,12.1,0,0.1,0.2,30.9,45, , , , , , 
17458,0130611,6,108,170,75.9,13.2,10.9,0,0.2,0.6,32,42.8, , , , , , 
17459,0130611,7,170,200,54.8,30.4,14.9,0.1,0.1,0.1,15.3,39.1, , , , , , 
17460,0130612,1,0,13,15.7,57,27.3,0.1,0.2,0.3,1.7,13.4, , , , , ,16.3
17461,0130612,10,227,263,1.7,50.9,47.4,0.1,0.1,0.1,0.4,0.9, , , , , ,23.8
17462,0130612,11,263,279,17.8,51.5,30.7,0,0.1,0.1,0.9,16.7, , , , , ,15.3
17463,0130612,2,13,26,6,51.1,42.9,0,0,0.1,0.6,5.2, , , , , ,16.1
17464,0130612,3,26,52,12.8,51.4,35.9,0,0.1,0.1,1.1,11.4, , , , , ,18.9
17465,0130612,4,52,70,13.6,47.5,38.9,0,0.1,0.1,1.1,12.3, , , , , ,19
17466,0130612,5,70,111,0.8,58.7,40.5, , , , , , , , , , ,21.3
17467,0130612,6,111,150,1.2,66.8,32.1, , , , , , , , , , ,17.2
17468,0130612,7,150,157,7.9,72.2,19.9,0.1,0,0,0.3,7.4, , , , , ,10.3
17469,0130612,8,157,192,0.6,56.8,42.6, , , , , , , , , , ,19.9
17470,0130612,9,192,227,0.3,59.1,40.6, , , , , , , , , , ,21.3
17471,0130613,1,0,19,29.2,42.5,28.3,0.1,0.6,0.8,6.1,21.3, , , , , ,15.8
17472,0130613,2,19,41,29.8,42.7,27.5,0.1,0.4,0.9,6.7,21.4, , , , , ,12
17473,0130613,3,41,73,28.2,45.6,26.1,0,0.1,0.6,4.5,22.9, , , , , ,11.8
17474,0130613,4,73,103,22.3,50.3,27.4,0,0.3,0.2,2.1,19.4, , , , , ,10.9
17475,0130613,5,103,143,14.5,46.1,39.4,0,0.1,0.1,1,13, , , , , ,16.9
17476,0130613,6,143,177,0.8,44.4,54.9, , , , , , , , , , ,26.2
17477,0130613,7,177,215,0.3,38.2,61.5, , , , , , , , , , ,24.6
17478,0130613,8,215,268,0.4,31.5,68.2, , , , , , , , , , ,24.7
17479,0130614,1,0,10,76.7,14.4,8.8,0.1,0.1,0.2,27.5,48.6, , , , , ,4.8
17480,0130614,2,10,33,72.8,14,13.1,0.4,0.1,0.1,20.6,51.7, , , , , ,5.8
17481,0130614,3,33,80,79.8,9.1,11.2,0,0.1,0.1,31.8,47.7, , , , , ,5.2
17482,0130614,4,80,128,80.6,8.9,10.4,0.1,0.1,0.3,31.4,48.5, , , , , ,5.1
17483,0130615,1,0,17,33.3,45.8,20.9,0,0.1,0.2,13.6,19.2, , , , , ,11.7
17484,0130615,2,17,29,26.8,49.9,23.3,0,0,0.1,9.3,17.3, , , , , ,10.3
17485,0130615,3,29,42,23.9,54.8,21.3,0,0,0.1,8.2,15.6, , , , , ,9.3
17486,0130615,4,42,60,22.9,47.2,29.9,0.1,0.1,0.2,10.6,11.9, , , , , ,14.9
17487,0130615,5,60,75,16.5,57.6,25.9,0,0.1,0.1,1.2,15.1, , , , , ,15.1
17488,0130615,6,75,105,26.7,52,21.3,0.3,0.1,0.1,1.6,24.4, , , , , ,10.9
17489,0130615,7,105,135,24.1,54,21.9,0.2,0.2,0.1,1.6,21.7, , , , , ,12.2
17490,0130615,8,135,185,25.4,53.6,21.1,0,0.1,0.1,2.7,22.3, , , , , ,10.6
17491,0130616,1,0,15,37.1,32.3,30.6,0.1,0.5,1.1,15.8,19.3, , , , , ,17
17492,0130616,10,231,259,0.6,61.7,37.6,0,0, ,0, , , , , , ,22.2
17493,0130616,2,15,33,29.8,34.7,35.5,0,0.3,0.8,11.7,16.8, , , , , ,18
17494,0130616,3,33,48,26.7,33.3,40,0,0.1,0.5,9.2,16.7, , , , , ,19.4
17495,0130616,4,48,74,63.8,18.1,18.1,0.1,0.5,1.3,26,35.7, , , , , ,8.3
17496,0130616,5,74,100,65.3,14.6,20,0.1,1.3,2.1,30.9,30.7, , , , , ,8.9
17497,0130616,6,100,130,6.9,43,50.2,0,0,0.2,2.4,4.3, , , , , ,23.1
17498,0130616,7,130,170,1.8,48.8,49.4,0,0,0.1,0.6,1.2, , , , , ,23
17499,0130616,8,170,201,3.3,48.1,48.6,0,0,0,0.1,3.1, , , , , ,23.1
17500,0130616,9,201,231,0.2,58.6,41.1, , , , , , , , , , ,22.8
17501,0130617,1,0,20,43.9,43.8,12.3,0,0.1,0.2,4,39.5, , , , , ,9
17502,0130617,2,20,34,44.6,44.3,11.1,0.1,0.2,0.1,3.1,40.9, , , , , ,6.4
17503,0130617,3,34,56,40.1,39.6,20.3,0.1,0.3,0.1,1.2,38.1, , , , , ,11.1
17504,0130617,4,56,77,39.7,39.4,20.8,0,0.1,0,1.2,38.2, , , , , ,10.8
17505,0130617,5,77,98,50.1,33.9,16.1,0.2,0.2,0.1,2.6,46.7, , , , , ,8
17506,0130617,6,98,139,69.2,14.8,16,0,0,0.7,25.1,43, , , , , ,6.9
17507,0130617,7,139,174,59,18.8,22.2,0.1,0.1,0.3,13.3,45.3, , , , , ,9.9
17508,0130617,8,174,210,46.2,27.5,26.3,0,0.2,0,1.3,44.4, , , , , ,11.4
17509,0130618,1,0,12,9.3,56.2,34.6,0,0.1,0.1,0.6,8.3, , , , , ,20.4
17510,0130618,10,179,214,0.2,49,50.8, , , , , , , , , , ,24.6
17511,0130618,11,214,255,2.7,34.9,62.4,0.1,0.2,0.2,0.9,1.1, , , , , ,25.6
17512,0130618,2,12,24,8.1,57.5,34.3,0,0,0,0.4,7.6, , , , , ,16.6
17513,0130618,3,24,40,7.7,59.6,32.7,0,0,0,0.3,7.3, , , , , ,15.2
17514,0130618,4,40,65,1.8,56.8,41.4,0,0,0.1,0.2,1.4, , , , , ,21.1
17515,0130618,5,65,77,1,55.7,43.3, , , , , , , , , , ,21.5
17516,0130618,6,77,98,0.3,44.9,54.8, , , , , , , , , , ,23.8
17517,0130618,7,98,110,0.2,55.9,43.9, , , , , , , , , , ,20.2
17518,0130618,8,110,143,0.3,44.8,54.9, , , , , , , , , , ,24.1
17519,0130618,9,143,179,0.1,43.5,56.3, , , , , , , , , , ,25.5
17520,0130619,1,0,15,11.9,54.8,33.3,0.1,0.1,0.1,0.9,10.7, , , , , ,19.2
17521,0130619,10,220,252,0.3,57.6,42.1, , , , , , , , , , ,24.8
17522,0130619,11,252,284,0.6,63.8,35.7, , , , , , , , , , ,19.8
17523,0130619,2,15,30,12.7,57,30.3,0,0,0.1,0.8,11.6, , , , , ,14.9
17524,0130619,3,30,48,17.6,56.9,25.5,0.1,0,0,1.2,16, , , , , ,11.4
17525,0130619,4,48,63,7.6,54.2,38.2,0.3,0,0,0.5,6.6, , , , , ,17.1
17526,0130619,5,63,86,0.5,55.8,43.7, , , , , , , , , , ,19.9
17527,0130619,6,86,114,0.4,54.8,44.8, , , , , , , , , , ,22.3
17528,0130619,7,114,155,0.1,58.1,41.8, , , , , , , , , , ,25.8
17529,0130619,8,155,187,0.2,50,49.9, , , , , , , , , , ,26.4
17530,0130619,9,187,220,0.2,50,49.7, , , , , , , , , , ,27.5
17531,0130620,1,0,14,42.5,34.8,22.7,0,0.1,0.4,18.7,23, , , , , ,11.7
17532,0130620,2,14,31,43.2,34.3,22.5,0,0.3,1.1,19.7,21.8, , , , , ,12.4
17533,0130620,3,31,45,38.9,37,24.1,0,0.1,0.4,12,26, , , , , ,10.4
17534,0130620,4,45,77,27.2,50.5,22.4,0,0.2,0.3,5.5,20.9, , , , , ,12.2
17535,0130620,5,77,109,21.5,58.9,19.6,0,0.2,0.2,1.3,19.6, , , , , ,9.1
17536,0130620,6,109,146,47,27.3,25.6,0,0,0.5,17.2,29, , , , , ,10.2
17537,0130620,7,146,173,51.6,20.9,27.6,0,0,0.9,20.4,29.9, , , , , ,11.8
17538,0130620,8,173,201,43,20.5,36.5,0,0.2,1.3,19.7,21.6, , , , , ,14.1
17539,0130620,9,201,228,42.9,22.7,34.4,0,0,0.7,16.5,25.1, , , , , ,15.8
17540,0130621,1,0,23,39.1,35.8,25.2,0.2,0.3,0.2,10.8,27.3, , , , , ,15.8
17541,0130621,10,237,266,35.1,47.9,17.1,0,0.1,0,0.9,33.7, , , , , ,7.8
17542,0130621,11,266,296,37,46.1,16.9,0.1,0.1,0,1,35.5, , , , , ,7.9
17543,0130621,2,23,45,44.7,32.4,22.8,4.3,0.1,0.1,14.6,29.5, , , , , ,9.1
17544,0130621,3,45,65,50,29.7,20.3,0.1,0.1,0.1,13.9,35.6, , , , , ,7.7
17545,0130621,4,65,86,45.3,36,18.7,0.1,0.2,0.1,7.7,36.9, , , , , ,7.8
17546,0130621,5,86,117,24.6,53.1,22.3,0,0.1,0.1,2.2,21.7, , , , , ,10.7
17547,0130621,6,117,148,29.4,49.3,21.3,0,0,0.1,3.3,25.7, , , , , ,11.4
17548,0130621,7,148,179,21.1,55.6,23.3,0,0,0,0.6,20.3, , , , , ,11.7
17549,0130621,8,179,208,24,58.7,17.2,0,0,0,0.5,23.1, , , , , ,8.9
17550,0130621,9,208,237,24.4,57.2,18.4,0,0.1,0.1,0.7,23.3, , , , , ,12.1
17551,0130622,1,0,14,34.2,45.1,20.7,1.5,5.3,6.3,13.2,7.7, , , , , , 
17552,0130622,2,14,31,44.6,27,28.4,2.2,7.1,8.3,18.1,8.7, , , , , , 
17553,0130622,3,31,52,45.8,25.7,28.4,2.4,8.4,7.2,18.4,9.3, , , , , , 
17554,0130622,4,52,80,49.5,26.7,23.8,3.6,7.8,7.8,19.7,10.2, , , , , , 
17555,0130622,5,80,150,34.5,33,32.5,4,6.2,5.5,11.6,7, , , , , , 
17556,0130623,1,0,8,42,30.4,27.5,1.7,6.4,6.8,16.9,10.2, , , , , , 
17557,0130623,2,8,27,41.5,29.2,29.3,2.9,5.7,6.8,16,10, , , , , , 
17558,0130623,3,27,50,37.3,32.6,30,1.7,5.8,5.9,14.4,9.5, , , , , , 
17559,0130623,4,50,85,35.3,34.1,30.5,1.3,5.9,4.2,14.3,9.6, , , , , , 
17560,0130623,5,85,115,35.8,33,31.2,1.8,7.1,4.3,13.7,8.7, , , , , , 
17561,0130624,1,0,16,62.6,26.6,10.7,0.2,0.2,0.1,11.8,49.5, , , , , ,7.9
17562,0130624,2,16,32,53.9,34.1,12,0.1,0,0.2,9.3,44.1, , , , , ,6.8
17563,0130624,3,32,57,50.2,29.8,20.1,0,0,0.1,6,43.8, , , , , ,9.8
17564,0130624,4,57,83,72,16.7,11.3,0.1,0.3,0.1,8,63, , , , , ,5.7
17565,0130624,5,83,112,78.3,14.9,6.8,0.1,0.3,0,12,65.6, , , , , ,4.2
17566,0130624,6,112,146,82.9,11.1,6,0.1,0.5,0,19.8,62, , , , , ,4.4
17567,0130624,7,146,177,83.2,12.2,4.7,0,0.2,0.1,8.8,73.7, , , , , ,3.9
17568,0130624,8,177,210,35.8,49.3,15,0.1,0,0.1,3.6,31.6, , , , , ,8.2
17569,0130624,9,210,239,87.8,9,3.3,0.2,0.1,2.8,26.8,57.9, , , , , ,2.8
17570,0130625,1,0,15,1.2,55.7,43.1, , , , , , , , , , ,25.5
