OID_,PEDON_ID,DRAINAGE,PM1_MD_DEP,PM1_PHYS,PM1_LIT_MD,PM1_CHEM,PM1_WEATHR,PM2_MD_DEP,PM2_PHYS,PM2_LIT_MD,PM2_CHEM,PM2_WEATHR,HUMUS_FORM,TABLE_KIND,TABLE_DPTH,ROCK_DPTH,CACO3_DPTH
1007,0043411,poorly drained,lacustrine,clayey,mixed,moderately to very strongly calcareous,unspecified,morainal till,coarse loamy and coarse silty,mixed,extremely calcareous,unspecified, , ,1.5, , 
1008,0043412, , , ,sedementary - siltstone and mudstone, , , , , , , , , , , , 
1009,0043413,well drained,lacustro-till,undifferentiated,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , , , ,0, , 
1010,0043416,moderately well drained,lacustrine,clayey,sedementary - unspecified type,weakly calcareous,weak chemical, , , ,moderately to very strongly calcareous, , , , , , 
1011,0043417, ,organic, ,organic material - fen peat,extremely to strongly acidic,chemical and physical, , , , , , ,apparent,0.1, , 
1012,0043418, ,organic, ,sedementary - siltstone and mudstone,extremely to strongly acidic,chemical and physical, , , , , , , , , , 
1013,0043419, ,organic, ,sedementary - siltstone and mudstone, ,chemical and physical,marine, ,mixed,moderately acidic to neutral,unspecified, , , , , 
1014,0043420, ,organic, ,organic material - sphagnum peat, ,chemical and physical, ,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1015,0043422,poorly drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , ,0.3, , 
1016,0043424, ,organic, ,sedementary - siltstone and mudstone,extremely to strongly acidic,chemical and physical, , , , , , , ,0.4, , 
1017,0043425,poorly drained,organic, ,sedementary - siltstone and mudstone,extremely to strongly acidic,chemical and physical,marine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, ,apparent,0.3, , 
1018,0043427,well drained,marine,coarse loamy and coarse silty,mixed,weakly calcareous,unspecified, , , , , , , , , , 
1019,0043429,well drained,marine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1020,0043430, ,marine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1021,0043431,well drained, ,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1022,0043432, ,organic, ,sedementary - siltstone and mudstone,extremely to strongly acidic,chemical and physical,morainal till,fine loamy and fine silty,mixed, ,unspecified, ,apparent,0.3, , 
1023,0043433, ,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical, , , , , , , , , , 
1024,0043434,poorly drained,organic, ,sedementary - siltstone and mudstone,extremely to strongly acidic,chemical and physical,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1025,0043435,well drained,marine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1026,0043436, ,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,chemical and physical, , , , , , , ,0.3, , 
1027,0043438,well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1028,0043439,imperfectly drained, ,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1029,0043441, ,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical, ,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1030,0043442,poorly drained,organic, ,organic material - fen peat,moderately acidic to neutral,chemical and physical,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, ,apparent,0.2, , 
1031,0043444,poorly drained,organic, ,organic material - sphagnum peat,moderately acidic to neutral,chemical and physical,marine,coarse loamy and coarse silty,mixed,extremely calcareous,unspecified, , , , , 
1032,0043445, ,organic, ,organic material - fen peat,moderately acidic to neutral,chemical and physical,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1033,0043446,poorly drained,organic, ,organic material - sphagnum peat, ,chemical and physical, , , , , , , , , , 
1034,0043447, ,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical,marine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1035,0043449, ,organic, ,organic material - sphagnum peat, ,chemical and physical,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1036,0043450, ,organic, ,organic material - sphagnum peat,moderately acidic to neutral,chemical and physical,marine,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1037,0043451,poorly drained,organic, ,organic material - forest peat,extremely to strongly acidic,chemical and physical, , , , , , , , , , 
1038,0043453,imperfectly drained,organic, ,organic material - sphagnum peat, ,chemical and physical, , ,organic material - sphagnum peat, , , , , , , 
1039,0043454,poorly drained,organic, ,organic material - fen peat,extremely to strongly acidic,chemical and physical, ,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1040,0043455,imperfectly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical, , , , , , , , , , 
1041,0043456,poorly drained,organic, ,organic material - sphagnum peat,moderately acidic to neutral,chemical and physical, ,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1042,0043458,imperfectly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1043,0043459,very poorly drained,organic, ,organic material - fen peat,moderately acidic to neutral,chemical and physical, ,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1044,0043460,imperfectly drained,organic, ,organic material - forest peat, ,chemical and physical,marine,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1045,0043461, , ,sandy,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1046,0043462,very rapidly drained, ,sandy,mixed,moderately to very strongly calcareous,unspecified, , , , , , ,apparent,2.1, , 
1047,0043465,well drained,marine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1048,0043466,poorly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical, ,fine loamy and fine silty,mixed, ,unspecified, , , , , 
1049,0043467, ,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical, ,coarse loamy and coarse silty,mixed, ,unspecified, , , , , 
1050,0043469, ,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical, ,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1051,0043470, ,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical, ,fine loamy and fine silty,mixed,weakly calcareous,unspecified, ,apparent,0.3, , 
1052,0043471, ,organic, ,organic material - sphagnum peat, ,chemical and physical, ,fine loamy and fine silty,mixed, ,unspecified, , , , , 
1053,0043472, ,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical,marine,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1054,0043475, ,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical, , , , , , , , , , 
1055,0043476,well drained,glacio-fluvial,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1056,0043477,poorly drained,organic,stratified - mineral and organic,organic material - fen peat,moderately acidic to neutral,unspecified, ,undifferentiated,mixed, ,unspecified, , , , , 
1057,0043479,imperfectly drained, ,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , ,apparent,0.6, , 
1058,0043481,well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1059,0043484,well drained,morainal till,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1060,0043491,imperfectly drained,lacustrine,clayey,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1061,0043492, ,organic,stratified - mineral and organic,mixed, ,chemical and physical,lacustrine,clayey,mixed, ,unspecified, , , , , 
1062,0043493, , ,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1063,0043495,well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1064,0043496,moderately well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1065,0043499,well drained,organic, ,organic material - forest peat, ,unspecified, ,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1066,0043500,imperfectly drained,lacustrine,fine loamy and fine silty,mixed,weakly calcareous,unspecified, , , , , , , , , , 
1067,0043501,imperfectly drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1068,0043502,well drained,organic, ,organic material - sphagnum peat,moderately acidic to neutral,unspecified,morainal till,fine loamy and fine silty,mixed,undifferentiated,unspecified, , , , , 
1069,0043503,well drained, ,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1070,0043504,well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1071,0043505,moderately well drained,lacustrine,clayey,undifferentiated,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1072,0043506,imperfectly drained,lacustrine,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1073,0043508,well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1074,0043509,imperfectly drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1075,0043510, ,organic, ,organic material - forest peat, ,unspecified,lacustrine,clayey,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1076,0043511, ,organic, ,organic material - sphagnum peat, ,chemical and physical,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1077,0043512,well drained, ,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , ,1.5, , 
1078,0043513,moderately well drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1079,0043514,well drained,organic, ,organic material - unspecified type,extremely to strongly acidic,unspecified,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified,hydromorphic,apparent,0.5, , 
1080,0043515,imperfectly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical,glacio-lacustrine,coarse loamy and coarse silty,mixed, ,unspecified, , , , , 
1081,0043516,imperfectly drained,glacio-fluvial,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1082,0043517,well drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , ,1.5, , 
1083,0043519,poorly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical, ,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1084,0043521,imperfectly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,chemical and physical, ,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1085,0043522,imperfectly drained,organic, ,organic material - forest peat, ,chemical and physical,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1086,0043523,imperfectly drained,organic, ,organic material - forest peat,moderately acidic to neutral,chemical and physical,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1087,0043524, ,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1088,0043525,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1089,0043526,well drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1090,0043527,moderately well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1091,0043528,poorly drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , ,other,0.6, , 
1092,0043529,poorly drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1093,0043530,moderately well drained,lacustrine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1094,0043531,poorly drained,organic, ,organic material - sphagnum peat,moderately acidic to neutral,chemical and physical, ,clayey,mixed,weakly calcareous,unspecified, , , , , 
1095,0043533,poorly drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1096,0043534,imperfectly drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , ,apparent,0.7, , 
1097,0043535,imperfectly drained,morainal till,fine loamy and fine silty,mixed,extremely calcareous,unspecified, , , , , ,hydromorphic,apparent,1, , 
1098,0043536,moderately well drained,lacustrine,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1099,0043537,moderately well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1100,0043539,well drained,glacio-fluvial,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1101,0043540, ,organic, ,organic material - sphagnum peat,moderately acidic to neutral,chemical and physical,lacustrine,fine loamy and fine silty,mixed,undifferentiated,unspecified,hydromorphic,apparent,0.6, , 
1102,0043541,poorly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic,chemical and physical,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1103,0043542,imperfectly drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1104,0043543,moderately well drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1105,0043544,poorly drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , ,apparent,0.6, , 
1106,0043545,imperfectly drained,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , ,apparent,0.6, , 
1107,0043548,imperfectly drained,glacio-fluvial,fragmental,mixed,moderately to very strongly calcareous,unspecified,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1108,0043549,well drained,lacustrine,sandy,mixed, ,unspecified,lacustrine,fine loamy and fine silty, ,moderately to very strongly calcareous,unspecified, , ,9.9, , 
1109,0043550,moderately well drained,lacustrine,sandy,mixed,weakly calcareous,unspecified,lacustro-till,clayey, ,moderately to very strongly calcareous,unspecified, ,apparent,5, , 
1110,0043551,well drained,glacio-fluvial,skeletal,mixed, ,unspecified, , , , , , , , , , 
1111,0043552,well drained,glaciolacustrine,skeletal,mixed,weakly calcareous,unspecified,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1112,0043553,well drained,lacustrine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified,morainal till,fine loamy and fine silty,mixed,extremely calcareous,unspecified, , , , , 
1113,0043554,imperfectly drained,lacustrine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified,lacustrine,clayey, ,moderately to very strongly calcareous,unspecified, , , , , 
1114,0043555,poorly drained,morainal till,fine loamy and fine silty,mixed,extremely calcareous,unspecified,lacustro-till,clayey, ,extremely calcareous,unspecified, , , , , 
1115,0043556,well drained,lacustrine,clayey,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1116,0043557,poorly drained,lacustrine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified,lacustrine,clayey,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1117,0043558,poorly drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1118,0043560, ,lacustrine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified,lacustrine,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1119,0043561,imperfectly drained,lacustrine,sandy,mixed,moderately to very strongly calcareous,unspecified,morainal till,fine loamy and fine silty,mixed,extremely calcareous,unspecified, ,apparent,2, , 
1120,0043562,well drained,fluvio-lacustrine,skeletal,mixed,weakly calcareous,unspecified, , , , , , , , , , 
1121,0043563,moderately well drained,glacio-fluvial,sandy,mixed,moderately to very strongly calcareous,unspecified,morainal till,clayey, ,extremely calcareous,unspecified, , , , , 
1122,0043564,imperfectly drained,lacustrine,clayey,mixed,moderately to very strongly calcareous,unspecified,lacustro-till,clayey,mixed,extremely calcareous,unspecified, , , , , 
1123,0043565,imperfectly drained,lacustrine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified,morainal till,fine loamy and fine silty, ,extremely calcareous,unspecified, , , , , 
1124,0043566,imperfectly drained,lacustrine,clayey,mixed,weakly calcareous,unspecified,lacustrine,fine loamy and fine silty, ,moderately to very strongly calcareous,unspecified, , , , , 
1125,0043567,moderately well drained,lacustrine,sandy,mixed,moderately to very strongly calcareous,unspecified,morainal till,clayey,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1126,0043569,well drained,lacustrine,clayey,mixed,weakly calcareous,unspecified,lacustrine,fine loamy and fine silty,undifferentiated,moderately to very strongly calcareous,unspecified, , , , , 
1127,0043570,moderately well drained,lacustrine,coarse loamy and coarse silty,mixed,weakly calcareous,unspecified,lacustrine,clayey,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1128,0043571,imperfectly drained,lacustrine,sandy,mixed, ,unspecified,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1129,0043572,imperfectly drained,lacustrine,sandy,mixed,weakly calcareous,unspecified,morainal till,fine loamy and fine silty,mixed,extremely calcareous,unspecified, , , , , 
1130,0043573,imperfectly drained,lacustrine,sandy,igneous - unspecified type,moderately to very strongly calcareous,unspecified, , , , , , ,apparent,1.3, , 
1131,0043574,imperfectly drained,glacio-fluvial,sandy,mixed,weakly calcareous,unspecified,morainal till,fine loamy and fine silty, ,moderately to very strongly calcareous,unspecified, , , , , 
1132,0043576,imperfectly drained,lacustrine,clayey,mixed,moderately to very strongly calcareous,unspecified,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1133,0043577,poorly drained,morainal till,fine loamy and fine silty,mixed,extremely calcareous,unspecified, , , , , , , , , , 
1134,0043578,moderately well drained,lacustrine,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified,morainal till,fine loamy and fine silty, ,moderately to very strongly calcareous,unspecified, , , , , 
1135,0043579,imperfectly drained,lacustro-till,fine loamy and fine silty,mixed,extremely calcareous,unspecified, , , , , , , , , , 
1136,0043580,well drained,lacustrine,sandy,mixed,weakly calcareous,unspecified,lacustro-till,fine loamy and fine silty, ,moderately to very strongly calcareous,unspecified, , , , , 
1137,0043581,poorly drained,organic, ,organic material - sphagnum peat,moderately acidic to neutral,chemical and physical, ,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,unspecified, ,apparent,0.5, , 
1138,0043583,moderately well drained,lacustrine,fine loamy and fine silty,undifferentiated,moderately to very strongly calcareous,weak chemical,lacustrine,sandy,undifferentiated,weakly calcareous,unspecified, ,apparent,4, , 
1139,0043585,moderately well drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, ,apparent, , , 
1140,0043588,well drained,morainal till,coarse loamy and coarse silty,sedementary - limestone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial,other, , , 
1141,0043589,well drained,morainal till,coarse loamy and coarse silty,sedementary - limestone,moderately to very strongly calcareous,unspecified, , , , , ,terrestrial,other, , , 
1142,0043590,well drained,glaciolacustrine,coarse loamy and coarse silty,undifferentiated,undifferentiated,unspecified,glacio-lacustrine,stratified - mineral,mixed,moderately to very strongly calcareous,unspecified, ,other, , , 
1143,0043591,rapidly drained,glacio-fluvial,undifferentiated,mixed,moderately to very strongly calcareous,unspecified, , , , , , ,other, , , 
1144,0043592,moderately well drained,glaciolacustrine,fine loamy and fine silty,mixed,undifferentiated,unspecified,morainal till,fine loamy and fine silty,sedementary - limestone,moderately to very strongly calcareous,weak chemical, ,other, , , 
1145,0043593,well drained,lacustrine,fine loamy and fine silty,mixed,undifferentiated,unspecified, , , , , , ,other, , , 
1146,0043594,moderately well drained,lacustrine,coarse loamy and coarse silty,mixed,weakly calcareous,unspecified, , , , , , ,apparent, , , 
1147,0043595,imperfectly drained,lacustrine,clayey,sedementary - unspecified type,moderately to very strongly calcareous,weak chemical, , , , , , ,apparent, , , 
1148,0043596,imperfectly drained,morainal till,fine loamy and fine silty,sedementary - unspecified type,moderately to very strongly calcareous,weak chemical, , , , , , ,apparent,7, , 
1149,0043597,well drained,glaciolacustrine,coarse loamy and coarse silty,mixed,weakly calcareous,weak chemical, , , , , , ,apparent, , , 
1150,0043598,imperfectly drained,morainal till,fragmental,undifferentiated,extremely calcareous,unspecified,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous, , ,perched,6, , 
1151,0043599,imperfectly drained,lacustrine,fine loamy and fine silty,mixed,weakly calcareous,weak chemical,glacio-fluvial,undifferentiated,mixed,moderately to very strongly calcareous,unspecified, ,apparent, , , 
1152,0043600,rapidly drained,eolian,undifferentiated,undifferentiated,weakly calcareous,unspecified, , , , , , ,apparent, , , 
1153,0043601,imperfectly drained,glaciolacustrine,fine loamy and fine silty,undifferentiated,moderately to very strongly calcareous,unspecified, , , , , , ,apparent,1.5, , 
1154,0043602,well drained,morainal till,fine loamy and fine silty,undifferentiated,extremely calcareous,unspecified,morainal till,clayey,undifferentiated,moderately to very strongly calcareous,unspecified, ,apparent,3, , 
1155,0043603,imperfectly drained,glaciolacustrine,coarse loamy and coarse silty,undifferentiated,moderately to very strongly calcareous,moderate chemical, , , , , , ,perched,2, , 
1156,0043604,imperfectly drained,fluvial,clayey,undifferentiated,weakly calcareous,weak chemical, , , , , , ,apparent,2, , 
1157,0043605,imperfectly drained,fluvial,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous,weak chemical, , , , , , ,apparent,2.5, , 
1158,0043606,moderately well drained,glaciolacustrine,coarse loamy and coarse silty,undifferentiated,moderately to very strongly calcareous,unspecified, , , , , , , , , , 
1159,0043608,imperfectly drained,lacustrine,coarse loamy and coarse silty,undifferentiated,moderately to very strongly calcareous,unspecified,glacio-lacustrine,coarse loamy and coarse silty,undifferentiated,moderately to very strongly calcareous,unspecified, ,apparent,1.2, , 
1160,0043609,moderately well drained,glaciolacustrine,fine loamy and fine silty,undifferentiated,moderately to very strongly calcareous,weak chemical, , , , , , ,apparent,3, , 
1161,0043610,moderately well drained,glacio-fluvial,undifferentiated,mixed,moderately to very strongly calcareous,moderate chemical,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,weak chemical, ,apparent,15, , 
1162,0043611,imperfectly drained,glaciolacustrine,coarse loamy and coarse silty,undifferentiated,moderately to very strongly calcareous,weak chemical, , , , , , ,apparent,1, , 
1163,0043612,well drained,lacustrine,fine loamy and fine silty,mixed,moderately to very strongly calcareous, ,morainal till,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous, , ,apparent, , , 
1164,0043613,moderately well drained,glaciolacustrine,sandy,sedementary - siltstone and mudstone,moderately to very strongly calcareous,weak chemical, , , , , , ,apparent,8, , 
1165,0043614,well drained,glaciolacustrine,coarse loamy and coarse silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous, , , , , , , , , , , 
1166,0043615,moderately well drained,glaciolacustrine,coarse loamy and coarse silty,mixed,moderately to very strongly calcareous,weak chemical,glacio-fluvial,sandy,mixed,moderately to very strongly calcareous,unspecified, ,apparent,2.5, , 
1167,0043616,imperfectly drained,glaciolacustrine,coarse loamy and coarse silty,undifferentiated,weakly calcareous,moderate chemical,glacio-lacustrine,sandy,undifferentiated,moderately to very strongly calcareous,moderate chemical, , , , , 
1168,0043617,moderately well drained,fluvial,undifferentiated,mixed,moderately to very strongly calcareous,moderate chemical,glacio-lacustrine,sandy,undifferentiated,moderately to very strongly calcareous,moderate chemical, ,apparent,0.5, , 
1169,0043618,moderately well drained,morainal till,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, ,fine loamy and fine silty,mixed,moderately to very strongly calcareous,unspecified, , , , , 
1170,0043619,rapidly drained,morainal till,coarse loamy and coarse silty,sedementary - dolomite,weakly calcareous,unspecified,marine,fragmental,sedementary - dolomite,extremely calcareous,chemical and physical,terrestrial, , , , 
1171,0043620,poorly drained,lacustrine,clayey,sedementary - siltstone and mudstone,moderately to very strongly calcareous,weak chemical, , , , , ,hydromorphic,apparent,0.3, , 
1172,0043621,very poorly drained,organic, ,organic material - unspecified type,weakly calcareous,weak chemical, , , , , ,hydromorphic,apparent,0, , 
1173,0043622,poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,weak chemical, , , , , ,hydromorphic, ,1, , 
1174,0043623,well drained,morainal till, ,sedementary - dolomite,extremely calcareous,chemical and physical, , , , , , , , , , 
1175,0043624,well drained,morainal till,coarse loamy and coarse silty,sedementary - dolomite,weakly calcareous,chemical and physical,marine,undifferentiated,sedementary - dolomite,extremely calcareous,chemical and physical, , , , , 
1176,0043625,well drained,glaciolacustrine,clayey,sedementary - siltstone and mudstone, ,chemical and physical,morainal till,coarse loamy and coarse silty,sedementary - dolomite,extremely calcareous,chemical and physical,terrestrial, , , , 
1177,0043626,very rapidly drained,morainal till, ,sedementary - shale, ,chemical and physical, , , , , , , , , , 
1178,0043627,poorly drained,organic, ,sedementary - siltstone and mudstone,moderately acidic to neutral,weak chemical, , , , , , , ,0.3, , 
1179,0043628,well drained,morainal till, ,sedementary - siltstone and mudstone,weakly calcareous, ,morainal till, , ,moderately to very strongly calcareous,moderate chemical, , , , , 
1180,0043629,moderately well drained,morainal till,fine loamy and fine silty,sedementary - siltstone and mudstone, ,chemical and physical, , , , , , , , , , 
1181,0043630,rapidly drained,morainal till,skeletal,sedementary - shale, ,unspecified, , , , , , , , , , 
1182,0043631,imperfectly drained,morainal till,skeletal,sedementary - siltstone and mudstone,extremely calcareous,weak chemical, , , , , ,terrestrial, , , , 
1183,0043632,well drained,morainal till,skeletal,igneous - unspecified type,extremely to strongly acidic, , , , , , , ,other,0.6, , 
1184,0043633,moderately well drained,morainal till,sandy,igneous - unspecified type,extremely to strongly acidic, , , , , , , ,apparent,0.5, , 
1185,0043635,moderately well drained,glaciolacustrine,fine loamy and fine silty,sedementary - siltstone and mudstone,moderately to very strongly calcareous, ,lacustro-till,coarse loamy and coarse silty, ,moderately to very strongly calcareous, , , , , , 
1186,0043636,moderately well drained,glacio-fluvial,skeletal,sedementary - siltstone and mudstone,extremely to strongly acidic, , , , , , , , , , , 
1187,0043637,poorly drained,organic, ,organic material - sphagnum peat,extremely to strongly acidic,unspecified,lacustrine,clayey, ,weakly calcareous,weak chemical, ,perched,0.5, , 
1188,0043638,rapidly drained,lacustrine,fragmental,igneous - coarse acidic,moderately acidic to neutral,chemical and physical, , , , , , , , , , 
