OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,MIN_THICK,MAX_THICK,BNDRY_DIST,BNDRY_FORM,HZN_MAS,HZN_SUF,HZN_MOD,HZN_LIT
19869,0126744,1,0,2, , , , ,A,h, , 
19870,0126744,2,2,11, , , , ,B,m,1, 
19871,0126744,3,11,25, , , , ,B,m,2, 
19872,0126744,4,25,70, , , , ,C, , , 
19873,0126745,1,-7,0, , , , ,LFH, , , 
19874,0126745,2,0,5, , , , ,A,h, , 
19875,0126745,3,5,14, , , , ,B,m, , 
19876,0126745,4,14,100, , , , ,C, , , 
19877,0126746,1,-2,0, , , , ,LF,f, ,1
19878,0126746,2,0,5, , , , ,A,h, ,1
19879,0126746,3,5,8, , , , ,B,m, ,1
19880,0126746,4,8,14, , , , ,A,h, ,2
19881,0126746,5,14,30, , , , ,B,m, ,2
19882,0126746,6,30,160, , , , ,C, , ,2
19883,0126747,1,0,3, , , , ,A,h, , 
19884,0126747,2,3,12, , , , ,B,m, , 
19885,0126747,3,12,32, , , , ,C, , , 
19886,0126748,1,0,2, , , , ,A,h, , 
19887,0126748,2,2,19, , , , ,B,m, , 
19888,0126748,3,19,65, , , , ,C, , , 
19889,0126751,1,0,3, , , , ,A,h, , 
19890,0126751,2,3,15, , , , ,B,m, , 
19891,0126751,3,15,40, , , , ,C, , , 
19892,0126752,1,0,2, , , , ,A,he, , 
19893,0126752,2,2,32, , , , ,BA,a, , 
19894,0126752,3,32,77, , , , ,B,t, , 
19895,0126752,4,77,95, , , , ,C, , , 
19896,0126753,1,0,3, , , , ,A,h, , 
19897,0126753,2,3,12, , , , ,B,mgj, , 
19898,0126753,3,12,16, , , , ,C, , , 
19899,0126753,4,16,32, , , , ,C,g, , 
19900,0126753,5,32,35, , , , ,A,hb, , 
19901,0126753,6,35,50, , , , ,C,g,1,2
19902,0126753,7,50,55, , , , ,C,g,2,2
19903,0126754,1,0,2, , , , ,A,h, , 
19904,0126754,2,2,4, , , , ,B,m,1, 
19905,0126754,3,4,5, , , , ,C, ,1,2
19906,0126754,4,5,9, , , , ,B,m,2, 
19907,0126754,5,9,20, , , , ,C, ,2,2
19908,0126754,6,20,55, , , , ,C, ,3,2
19909,0126755,1,0,5, , , , ,A,h, , 
19910,0126755,2,5,10, , , , ,B,m, , 
19911,0126755,3,10,12, , , , ,C, , ,2
19912,0126755,4,12,32, , , , ,A,hb, , 
19913,0126755,5,32,55, , , , ,C, , , 
19914,0126756,1,-3,0, , , , ,LFH, , , 
19915,0126756,10,150,200, , , , ,C, ,2,2
19916,0126756,11,200,350, , , , ,C, ,3,2
19917,0126756,12,350,400, , , , ,C, , ,3
19918,0126756,2,0,2, , , , ,A,h, , 
19919,0126756,3,2,4, , , , ,C, ,1,2
19920,0126756,4,4,13, , , , ,B,m,1, 
19921,0126756,5,13,20, , , , ,B,m,2, 
19922,0126756,6,20,32, , , , ,B,m,3, 
19923,0126756,7,32,39, , , , ,B,m,4, 
19924,0126756,8,39,77, , , , ,C, , ,1
19925,0126756,9,77,150, , , , ,C,cg, , 
19926,0126758,1,0,23, , , , ,A,h, , 
19927,0126758,2,23,37, , , , ,B,m, , 
19928,0126758,3,37,55, , , , ,C, , , 
19929,0126759,1,0,20, , , , ,C,g, , 
19930,0126762,1,0,3, , , , ,A,h, , 
19931,0126762,2,3,37, , , , ,B,m, , 
19932,0126762,3,37,51, , , , ,C,k,1, 
19933,0126762,4,51,100, , , , ,C,k,2, 
19934,0126764,1,-3,0, , , , ,LF, , , 
19935,0126764,2,0,4, , , , ,A,h, , 
19936,0126764,3,4,17, , , , ,B,m, , 
19937,0126764,4,17,50, , , , ,C, , , 
19938,0126765,1,0,4, , , , ,A,he, , 
19939,0126765,2,4,7, , , , ,A,h, , 
19940,0126765,3,7,26, , , , ,B,m, , 
19941,0126765,4,26,33, , , , ,C, , , 
19942,0126765,5,33,36, , , , ,A,hb, , 
19943,0126765,6,36,65, , , , ,BC, , ,2
19944,0126765,7,65, , , , , ,C, , ,2
19945,0126766,1,-5, , , , , ,LFH, , , 
19946,0126766,2,0, , , , , ,A,h, , 
19947,0126766,3,3, , , , , ,A,e, , 
19948,0126766,4,10, , , , , ,B,m, , 
19949,0126766,5,25, , , , , ,C, , , 
19950,0126767,1,0,9, , , , ,A,he, , 
19951,0126767,2,9,26, , , , ,B,m,1, 
19952,0126767,3,26,35, , , , ,B,m,2, 
19953,0126767,4,35,47, , , , ,C, , , 
19954,0126768,1,0,3, , , , ,A,h, , 
19955,0126768,2,3,14, , , , ,B,m, , 
19956,0126768,3,14,50, , , , ,C, , , 
19957,0126769,1,0,12, , , , ,A,h, , 
19958,0126769,2,12,20, , , , ,B,m, , 
19959,0126769,3,20,30, , , , ,C, ,1, 
19960,0126769,4,30,39, , , , ,C, ,2, 
19961,0126769,5,39,40, , , , ,C, ,3, 
19962,0126769,6,40,44, , , , ,C, ,4, 
19963,0126769,7,44,46, , , , ,C, ,5, 
19964,0126769,8,46,52, , , , ,C, ,6, 
19965,0126770,1,0,2, , , , ,A,h, , 
19966,0126770,2,2,4, , , , ,C, , ,2
19967,0126770,3,4,15, , , , ,B,m, , 
19968,0126770,4,15,37, , , , ,BC, , , 
19969,0126770,5,37,52, , , , ,C, , , 
19970,0126771,1,0,19, , , , ,B,m, , 
19971,0126771,2,19,40, , , , ,C, , , 
19972,0126772,1,0,2, , , , ,A,he, , 
19973,0126772,2,2,15, , , , ,B,m, , 
19974,0126772,3,15,38, , , , ,C, ,1, 
19975,0126772,4,38,52, , , , ,C, ,2, 
19976,0126774,1,0,2, , , , ,A,h, , 
19977,0126774,2,2,12, , , , ,B,m, , 
19978,0126774,3,12,36, , , , ,C, , , 
19979,0126775,1,0,7, , , , ,A,he, , 
19980,0126775,2,7,10, , , , ,B,m,1, 
19981,0126775,3,10,12, , , , ,C, ,1,2
19982,0126775,4,12,42, , , , ,B,m,2, 
19983,0126775,5,42,75, , , , ,C, , ,1
19984,0126775,6,75, , , , , ,C, ,2,2
19985,0126776,1,0,20, , , , ,C,y, , 
19986,0126776,2,15,20, , , , ,A,hy, , 
19987,0126776,3,10,26, , , , ,B,my, , 
19988,0126777,1,0,20, , , , ,C,g, , 
19989,0126779,1,0,2, , , , ,A,h, , 
19990,0126779,2,2,8, , , , ,A,e, , 
19991,0126779,3,8,20, , , , ,B,m, , 
19992,0126779,4,20,50, , , , ,BC, , , 
19993,0126779,5,50,75, , , , ,C, , ,1
19994,0126780,1,0,2, , , , ,A,h, , 
19995,0126780,2,2,10, , , , ,A,e,1, 
19996,0126780,3,10,19, , , , ,A,e,2, 
19997,0126780,4,19,26, , , , ,B,m, , 
19998,0126780,5,26,52, , , , ,C, , , 
19999,0126781,1,0,2, , , , ,A,h, , 
20000,0126781,2,2,15, , , , ,C, , ,2
20001,0126781,3,15,26, , , , ,B,m, , 
20002,0126781,4,26,74, , , , ,BC, , , 
20003,0126781,5,74,92, , , , ,C, , , 
20004,0126782,1,0,2, , , , ,A,h, , 
20005,0126782,2,2,6, , , , ,A,e,1, 
20006,0126782,3,6,20, , , , ,B,m,1, 
20007,0126782,4,20,42, , , , ,B,m,2, 
20008,0126782,5,42,52, , , , ,C, , , 
20009,0126783,1,0,2, , , , ,A,h, , 
20010,0126783,2,2,15, , , , ,B,m, , 
20011,0126783,3,15,32, , , , ,BC, , , 
20012,0126783,4,32,45, , , , ,C, , , 
20013,0126784,1,0,31, , , , ,A,h, , 
20014,0126784,2,31,35, , , , ,B,m, , 
20015,0126784,3,35,60, , , , ,C, , , 
20016,0126786,1,0,4, , , , ,A,h, , 
20017,0126786,2,4,7, , , , ,C, , ,2
20018,0126786,3,7,15, , , , ,B,m, , 
20019,0126786,4,15,24, , , , ,BC, , , 
20020,0126786,5,24,36, , , , ,C,k,1, 
20021,0126786,6,36,58, , , , ,C,k,2, 
20022,0126787,1,0,15, , , , ,A,h, , 
20023,0126787,2,15,19, , , , ,B,mgj, , 
20024,0126787,3,19,39, , , , ,C,g, , 
20025,0126788,1,0,3, , , , ,A,h, , 
20026,0126788,2,3,4, , , , ,C, , ,2
20027,0126788,3,4,13, , , , ,B,m, , 
20028,0126788,4,13,24, , , , ,BC, , , 
20029,0126788,5,24,27, , , , ,A,hb, , 
20030,0126788,6,27,58, , , , ,C, ,1, 
20031,0126789,1,0,5, , , , ,A,h, , 
20032,0126789,2,5,20, , , , ,B,m, , 
20033,0126789,3,20,31, , , , ,BC, , , 
20034,0126789,4,31,52, , , , ,C, , , 
20035,0126790,1,0,2, , , , ,A,h, , 
20036,0126790,2,2,4, , , , ,C, , ,2
20037,0126790,3,4,20, , , , ,B,m, , 
20038,0126790,4,20,42, , , , ,C, , , 
20039,0126792,1,0,4, , , , ,A,he, , 
20040,0126792,2,4,26, , , , ,C, , , 
