OID_,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,MIN_THICK,MAX_THICK,BNDRY_DIST,BNDRY_FORM,HZN_MAS,HZN_SUF,HZN_MOD,HZN_LIT
10496,0044304,6,54,70, , , , ,C,ksgj,1,2
10497,0044304,7,70,90, , , , ,C,ksgj,2,2
10498,0044304,8,90,110, , , , ,C,ksgj, ,3
10499,0044305,1,0,21, , , , ,A,p, , 
10500,0044305,2,21,29, , , , ,A,e, , 
10501,0044305,3,29,42, , , , ,AB, , , 
10502,0044305,4,42,48, , , , ,B,t,1, 
10503,0044305,5,48,58, , , , ,B,t,2, 
10504,0044305,6,58,78, , , , ,BC, , , 
10505,0044305,7,78,100, , , , ,C,k, , 
10506,0044306,1,0,16, , , , ,A,p,1, 
10507,0044306,2,16,28, , , , ,A,p,2, 
10508,0044306,3,28,33, , , , ,A,he, , 
10509,0044306,4,33,55, , , , ,B,mgj, , 
10510,0044306,5,55,71, , , , ,BC, , , 
10511,0044306,6,71,89, , , , ,C,kgj,1,2
10512,0044306,7,89,100, , , , ,C,kgj,2,2
10513,0044307,1,0,9, , , , ,A,p,1, 
10514,0044307,2,9,24, , , , ,A,p,2, 
10515,0044307,3,24,42, , , , ,B,m, , 
10516,0044307,4,42,65, , , , ,B,mk, , 
10517,0044307,5,65,78, , , , ,BC, , , 
10518,0044307,6,78,95, , , , ,C,k,1, 
10519,0044307,7,95,110, , , , ,C,k,2, 
10520,0044308,1,0,13, , , , ,A,p,1, 
10521,0044308,2,13,29, , , , ,A,p,2, 
10522,0044308,3,29,47, , , , ,B,m,1, 
10523,0044308,4,47,62, , , , ,B,m,2, 
10524,0044308,5,62,71, , , , ,BC, , , 
10525,0044308,6,71,86, , , , ,C,kgj,1, 
10526,0044308,7,86,100, , , , ,C,kgj,2, 
10527,0044308,8,100,120, , , , ,C,k, ,2
10528,0044309,1,0,16, , , , ,A,p, , 
10529,0044309,2,16,43, , , , ,A,hk, , 
10530,0044309,3,43,77, , , , ,C,k, , 
10531,0044309,4,77,102, , , , ,C,kgj, , 
10532,0044309,5,102,120, , , , ,C,kgj, ,2
10533,0044310,1,0,15, , , , ,A,p, , 
10534,0044310,2,15,25, , , , ,A,h, , 
10535,0044310,3,25,50, , , , ,B,m, , 
10536,0044310,4,50,65, , , , ,BC, , , 
10537,0044310,5,65,85, , , , ,C,kgj,1, 
10538,0044310,6,85,100, , , , ,C,kgj,2, 
10539,0044311,1,0,15, , , , ,A,p, , 
10540,0044311,2,15,46, , , , ,A,h, , 
10541,0044311,3,46,67, , , , ,B,m,1, 
10542,0044311,4,67,79, , , , ,B,m,2, 
10543,0044311,5,79,99, , , , ,BC, , , 
10544,0044311,6,99,120, , , , ,C,kgj,1, 
10545,0044311,7,120,135, , , , ,C,kgj,2, 
10546,0044312,1,0,18, , , , ,A,p, , 
10547,0044312,2,18,60, , , , ,A,he,1, 
10548,0044312,3,60,74, , , , ,A,he,2, 
10549,0044312,4,74,96, , , , ,B,t, , 
10550,0044312,5,96,110, , , , ,B,m, , 
10551,0044312,6,110,120, , , , ,BC, , , 
10552,0044312,7,120,130, , , , ,C,k, , 
10553,0044313,1,0,16, , , , ,A,p, , 
10554,0044313,2,16,22, , , , ,A,egj, , 
10555,0044313,3,22,26, , , , ,BA,a, , 
10556,0044313,4,26,48, , , , ,B,tgj, , 
10557,0044313,5,48,64, , , , ,BC, , , 
10558,0044313,6,64,90, , , , ,C,kgj,1, 
10559,0044313,7,90,105, , , , ,C,kgj,2, 
10560,0044314,1,0,16, , , , ,A,p, , 
10561,0044314,2,16,26, , , , ,A,h, , 
10562,0044314,3,26,44, , , , ,B,m, , 
10563,0044314,4,44,58, , , , ,BC, , , 
10564,0044314,5,58,82, , , , ,C,k,1, 
10565,0044314,6,82,100, , , , ,C,k,2, 
10566,0044315,1,-3,0, , , , ,LH, , , 
10567,0044315,2,0,13, , , , ,A,h, , 
10568,0044315,3,13,24, , , , ,A,he, , 
10569,0044315,4,24,55, , , , ,B,tj, , 
10570,0044315,5,55,65, , , , ,BC, , , 
10571,0044315,6,65,76, , , , ,C,k, , 
10572,0044315,7,76,90, , , , ,R,shale, ,2
10573,0044316,1,0,17, , , , ,A,p, , 
10574,0044316,2,17,40, , , , ,A,he, , 
10575,0044316,3,40,55, , , , ,B,tj,1, 
10576,0044316,4,55,84, , , , ,B,tj,2, 
10577,0044316,5,84,99, , , , ,BC, , , 
10578,0044316,6,99,120, , , , ,C,k, , 
10579,0044317,1,0,15, , , , ,A,p, , 
10580,0044317,2,15,30, , , , ,A,h, , 
10581,0044317,3,30,44, , , , ,B,mgj, , 
10582,0044317,4,44,65, , , , ,BC, , , 
10583,0044317,5,65,90, , , , ,C,kgj,1, 
10584,0044317,6,90,110, , , , ,C,kgj,2, 
10585,0044318,1,0,15, , , , ,A,p, , 
10586,0044318,2,15,35, , , , ,A,h, , 
10587,0044318,3,35,48, , , , ,B,m, , 
10588,0044318,4,48,72, , , , ,BC, , ,2
10589,0044318,5,72,93, , , , ,C,k, ,2
10590,0044318,6,93,110, , , , ,C,kgj, ,2
10591,0044319,1,0,7, , , , ,A,p,1, 
10592,0044319,2,7,15, , , , ,A,p,2, 
10593,0044319,3,15,34, , , , ,B,ns, , 
10594,0044319,4,34,58, , , , ,BC, , , 
10595,0044319,5,58,72, , , , ,C,kgs,1, 
10596,0044319,6,72,95, , , , ,C,kgs, ,2
10597,0044320,1,0,16, , , , ,A,p, , 
10598,0044320,2,16,24, , , , ,B,m, , 
10599,0044320,3,24,46, , , , ,BC, , , 
10600,0044320,4,46,68, , , , ,C,ksgj, , 
10601,0044320,5,68,77, , , , ,C,kgs, ,2
10602,0044320,6,77,105, , , , ,C,gs, ,2
10603,0044321,1,0,14, , , , ,A,p, , 
10604,0044321,2,14,25, , , , ,B,n, , 
10605,0044321,3,25,37, , , , ,B,mks, , 
10606,0044321,4,37,48, , , , ,BC, , , 
10607,0044321,5,48,70, , , , ,C,ksgj,1, 
10608,0044321,6,70,95, , , , ,C,ksgj,2, 
10609,0044321,7,95,115, , , , ,A,hkbs, ,2
10610,0044321,8,115,150, , , , ,C,ks, ,2
10611,0044321,9,150,160, , , , ,C,kg, ,3
10612,0044322,1,0,16, , , , ,A,p, , 
10613,0044322,2,16,25, , , , ,B,m, , 
10614,0044322,3,25,33, , , , ,BC, , , 
10615,0044322,4,33,50, , , , ,C,kgj,1, 
10616,0044322,5,50,85, , , , ,C,kgj,2, 
10617,0044322,6,85,105, , , , ,C,kgj,3, 
10618,0044323,1,-2,0, , , , ,LH, , , 
10619,0044323,2,0,3, , , , ,A,he, , 
10620,0044323,3,3,16, , , , ,B,n,1, 
10621,0044323,4,16,32, , , , ,B,n,2, 
10622,0044323,5,32,62, , , , ,BC, , , 
10623,0044323,6,62,95, , , , ,C,ks, , 
10624,0044324,1,0,15, , , , ,A,p,1, 
10625,0044324,2,15,28, , , , ,A,p,2, 
10626,0044324,3,28,44, , , , ,B,mgj, , 
10627,0044324,4,44,64, , , , ,C,kgj,1, 
10628,0044324,5,64,85, , , , ,C,kgj,2, 
10629,0044324,6,85,105, , , , ,C,kgj,3, 
10630,0044325,1,0,17, , , , ,A,pk, , 
10631,0044325,2,17,30, , , , ,A,hk, , 
10632,0044325,3,30,42, , , , ,AC, , , 
10633,0044325,4,42,54, , , , ,C,ca, , 
10634,0044325,5,54,75, , , , ,C,kgj,1, 
10635,0044325,6,75,100, , , , ,C,kgj,2, 
10636,0044326,1,0,11, , , , ,A,hk,1, 
10637,0044326,2,11,31, , , , ,A,hk,2, 
10638,0044326,3,31,47, , , , ,A,hk,3, 
10639,0044326,4,47,58, , , , ,A,hk,4, 
10640,0044326,5,58,83, , , , ,C,kg,1, 
10641,0044326,6,83,96, , , , ,A,hkb,3, 
10642,0044326,7,96,111, , , , ,C,kg,2, 
10643,0044327,1,0,20, , , , ,A,p, , 
10644,0044327,2,20,40, , , , ,C,gj,1, 
10645,0044327,3,40,60, , , , ,C,gj,2, 
10646,0044327,4,60,80, , , , ,C,gj,3, 
10647,0044327,5,80,100, , , , ,C,gj,4, 
10648,0044327,6,100,120, , , , ,C,gj,5, 
10649,0044327,7,120,130, , , , ,C,ca, , 
10650,0044327,8,130,150, , , , ,C,kg, , 
10651,0044328,1,-12,0, , , , ,O,h, , 
10652,0044328,2,0,4, , , , ,A,h, , 
10653,0044328,3,4,28, , , , ,C,ca, , 
10654,0044328,4,28,45, , , , ,C,gj,1, 
10655,0044328,5,45,70, , , , ,C,gj,2, 
10656,0044330,1,0,20, , , , ,A,hkb, , 
10657,0044330,2,20,40, , , , ,A,hca,1, 
10658,0044330,3,40,58, , , , ,A,hca,2, 
10659,0044330,4,58,90, , , , ,C,ca, , 
10660,0044330,5,90,125, , , , ,C,kgj,1,2
10661,0044330,6,125,140, , , , ,C,kgj,2,2
10662,0044331,1,-18,0, , , , ,O,h, , 
10663,0044331,2,0,10, , , , ,A,h, , 
10664,0044331,3,10,15, , , , ,AC, , , 
10665,0044331,4,15,48, , , , ,C,kg,1, 
10666,0044331,5,48,75, , , , ,C,kg,2, 
10667,0044331,6,75,105, , , , ,C,kg,3, 
10668,0044332,1,0,14, , , , ,A,pk, , 
10669,0044332,2,14,26, , , , ,A,hk, , 
10670,0044332,3,26,34, , , , ,AC, , , 
10671,0044332,4,34,70, , , , ,C,kgj, , 
10672,0044332,5,70,90, , , , ,C,kgj,1,2
10673,0044332,6,90,105, , , , ,C,kgj,2,2
10674,0044333,1,0,15, , , , ,A,p, , 
10675,0044333,2,15,40, , , , ,O,m, , 
10676,0044333,3,40,43, , , , ,O,h, , 
10677,0044333,4,43,50, , , , ,C,g,1, 
10678,0044333,5,50,70, , , , ,C,g,2, 
10679,0044333,6,70,100, , , , ,C,g,3, 
10680,0044333,7,100,115, , , , ,C,g,4, 
10681,0044335,1,0,15, , , , ,A,p, , 
10682,0044335,2,15,30, , , , ,B,mk, , 
10683,0044335,3,30,36, , , , ,BC, , , 
10684,0044335,4,36,46, , , , ,C,ca, , 
10685,0044335,5,46,68, , , , ,C,k,1, 
10686,0044335,6,68,100, , , , ,C,k,2, 
10687,0044336,1,0,16, , , , ,A,p, , 
10688,0044336,2,16,25, , , , ,A,h, , 
10689,0044336,3,25,50, , , , ,B,m, , 
10690,0044336,4,50,60, , , , ,BC, , , 
10691,0044336,5,60,78, , , , ,C,gj, , 
10692,0044336,6,78,100, , , , ,C,kgj, , 
10693,0044337,1,0,17, , , , ,A,p, , 
10694,0044337,2,17,25, , , , ,A,h, , 
10695,0044337,3,25,55, , , , ,B,m, , 
10696,0044337,4,55,65, , , , ,BC, , , 
10697,0044337,5,65,100, , , , ,C,k,1, 
10698,0044337,6,100, , , , , ,C,k,2, 
10699,0044338,1,0,20, , , , ,A,p, , 
10700,0044338,2,20,37, , , , ,A,h,1, 
10701,0044338,3,37,47, , , , ,A,h,2, 
10702,0044338,4,47,72, , , , ,B,m, , 
10703,0044338,5,72,82, , , , ,BC, , , 
10704,0044338,6,82,100, , , , ,C,k,1, 
10705,0044339,1,0,18, , , , ,A,p, , 
10706,0044339,2,18,26, , , , ,A,h, , 
10707,0044339,3,26,45, , , , ,B,t, , 
10708,0044339,4,45,60, , , , ,BC, , , 
10709,0044339,5,60,80, , , , ,C,k,1, 
10710,0044339,6,80,110, , , , ,C,k,2, 
10711,0044340,1,0,9, , , , ,A,pk, , 
10712,0044340,2,9,14, , , , ,B,mk, , 
10713,0044340,3,14,32, , , , ,C,k,1, 
10714,0044340,4,32,38, , , , ,C,k,2, 
10715,0044340,5,38,65, , , , ,C,k,3, 
10716,0044340,6,65,100, , , , ,C,k,4, 
10717,0044341,1,0,12, , , , ,A,p, , 
10718,0044341,2,12,20, , , , ,B,m, , 
10719,0044341,3,20,40, , , , ,B,mk, , 
10720,0044341,4,40,65, , , , ,C,k,1,2
10721,0044341,5,65,100, , , , ,C,k,2,2
10722,0044342,1,0,20, , , , ,A,pk, , 
10723,0044342,2,20,28, , , , ,A,hk, , 
10724,0044342,3,28,36, , , , ,AC, , , 
10725,0044342,4,36,44, , , , ,C,ca, , 
10726,0044342,5,44,70, , , , ,C,kgj,1, 
10727,0044342,6,70,90, , , , ,C,kgj,2, 
10728,0044342,7,90,120, , , , ,C,kgj, ,2
10729,0044343,1,0,30, , , , ,A,pk, , 
10730,0044343,2,30,39, , , , ,A,h, , 
10731,0044343,3,39,65, , , , ,B,m,1, 
10732,0044343,4,65,92, , , , ,B,m,2, 
10733,0044343,5,92,120, , , , ,C,kgj, , 
10734,0044344,1,0,21, , , , ,A,p, , 
10735,0044344,2,21,30, , , , ,AB, , , 
10736,0044344,3,30,57, , , , ,B,mgj, , 
10737,0044344,4,57,87, , , , ,C,ca, , 
10738,0044344,5,87,110, , , , ,C,kgj, ,1
10739,0044344,6,110,125, , , , ,C,kg, ,2
10740,0044345,1,-16,-10, , , , ,LFH, , , 
10741,0044345,2,-10,0, , , , ,O,h, , 
10742,0044345,3,0,30, , , , ,A,hk, , 
10743,0044345,4,30,40, , , , ,AC, ,1, 
10744,0044345,5,40,54, , , , ,AC, ,2, 
10745,0044345,6,54,100, , , , ,C,kgj, , 
10746,0044346,1,0,15, , , , ,A,pk, , 
10747,0044346,2,15,20, , , , ,A,hk, , 
10748,0044346,3,20,65, , , , ,AC, , , 
10749,0044346,4,65,110, , , , ,C,kgj, , 
10750,0044346,5,110,140, , , , ,C,kg, , 
10751,0044347,1,0,18, , , , ,A,p, , 
10752,0044347,2,18,22, , , , ,B,mk, , 
10753,0044347,3,22,30, , , , ,BC, , , 
10754,0044347,4,30,45, , , , ,C,kgj,1, 
10755,0044347,5,45,60, , , , ,C,kgj,2, 
10756,0044347,6,60,80, , , , ,C,kgj,3, 
10757,0044347,7,80,100, , , , ,C,kgj,4, 
10758,0044347,8,100,120, , , , ,C,kgj,5, 
10759,0044348,1,0,18, , , , ,A,pk, , 
10760,0044348,2,18,22, , , , ,AC, , , 
10761,0044348,3,22,38, , , , ,C,ca, , 
10762,0044348,4,38,56, , , , ,C,kgj,1, 
10763,0044348,5,56,75, , , , ,C,kgj,2, 
10764,0044348,6,75,100, , , , ,C,kgj,3, 
10765,0044348,7,100,120, , , , ,C,kgj,4, 
10766,0044349,1,0,18, , , , ,A,p, , 
10767,0044349,2,18,28, , , , ,B,m, , 
10768,0044349,3,28,36, , , , ,BC, , , 
10769,0044349,4,36,54, , , , ,C,k,1, 
10770,0044349,5,54,75, , , , ,C,k,2, 
10771,0044349,6,75,100, , , , ,C,k,3, 
10772,0044350,1,0,16, , , , ,A,p, , 
10773,0044350,2,16,20, , , , ,B,mk, , 
10774,0044350,3,20,30, , , , ,BC, , , 
10775,0044350,4,30,50, , , , ,C,kgj,1,2
10776,0044350,5,50,75, , , , ,C,kgj,2,2
10777,0044350,6,75,100, , , , ,C,kgj,3,2
10778,0044351,1,0,18, , , , ,A,pk, , 
10779,0044351,2,18,30, , , , ,B,mk,1, 
10780,0044351,3,30,48, , , , ,B,mk,2, 
10781,0044351,4,48,66, , , , ,BC, , , 
10782,0044351,5,66,80, , , , ,C,k,1,2
10783,0044351,6,80,100, , , , ,C,k,2,2
10784,0044351,7,100,120, , , , ,C,k,3,2
10785,0044352,1,0,18, , , , ,A,pk, , 
10786,0044352,2,18,32, , , , ,A,ca, , 
10787,0044352,3,32,52, , , , ,C,ca, , 
10788,0044352,4,52,65, , , , ,C,kgj,1, 
10789,0044352,5,65,82, , , , ,C,kgj,2, 
10790,0044352,6,82,100, , , , ,C,kgj,3, 
10791,0044352,7,100,120, , , , ,C,kgj,4, 
10792,0044353,1,0,18, , , , ,A,p, , 
10793,0044353,2,18,32, , , , ,B,tjgj, , 
10794,0044353,3,32,40, , , , ,BC, , , 
10795,0044353,4,40,53, , , , ,C,ca, , 
10796,0044353,5,53,75, , , , ,C,kgj,1, 
10797,0044353,6,75,85, , , , ,C,kgj,2, 
10798,0044353,7,85,100, , , , ,C,kgj,3, 
10799,0044353,8,100,120, , , , ,C,kgj,4, 
10800,0044354,1,0,18, , , , ,A,p, , 
10801,0044354,2,18,26, , , , ,B,tj, , 
10802,0044354,3,26,50, , , , ,C,k,1, 
10803,0044354,4,50,75, , , , ,C,k,2, 
10804,0044354,5,75,100, , , , ,C,k,3, 
10805,0044355,1,0,10, , , , ,A,he, , 
10806,0044355,2,10,30, , , , ,B,nj,1, 
10807,0044355,3,30,55, , , , ,B,snj,2, 
10808,0044355,4,55,65, , , , ,BC, , , 
10809,0044355,5,65,85, , , , ,C,gj, , 
10810,0044355,6,85,100, , , , ,C,sgj, , 
10811,0044356,1,0,20, , , , ,A,p, , 
10812,0044356,2,20,55, , , , ,B,t, , 
10813,0044356,3,55,90, , , , ,C,k, , 
10814,0044357,1,0,18, , , , ,A,pks, , 
10815,0044357,2,18,36, , , , ,AC, , , 
10816,0044357,3,36,100, , , , ,C,kgs, , 
10817,0044358,1,0,24, , , , ,A,pk, , 
10818,0044358,2,24,46, , , , ,AC, , , 
10819,0044358,3,46,130, , , , ,C,kgj, , 
10820,0044359,1,0,22, , , , ,A,p, , 
10821,0044359,2,22,40, , , , ,B,t, , 
10822,0044359,3,40,50, , , , ,C,ca, , 
10823,0044359,4,50,190, , , , ,C,k, , 
10824,0044360,1,0,20, , , , ,A,p, , 
10825,0044360,2,20,30, , , , ,B,tj, , 
10826,0044360,3,30,45, , , , ,B,t, , 
10827,0044360,4,45,80, , , , ,C,ca, , 
10828,0044360,5,80,105, , , , ,C,k, ,2
10829,0044361,1,0,15, , , , ,A,p, , 
10830,0044361,2,15,22, , , , ,A,e,1, 
10831,0044361,3,22,46, , , , ,A,e,2, 
10832,0044361,4,46,110, , , , ,B,t, , 
10833,0044361,5,110,135, , , , ,C, ,1, 
10834,0044361,6,135,190, , , , ,C, ,2, 
10835,0044362,1,0,18, , , , ,A,p, , 
10836,0044362,2,18,30, , , , ,A,he, , 
10837,0044362,3,30,45, , , , ,B,tj,1, 
10838,0044362,4,45,56, , , , ,B,tj,2, 
10839,0044362,5,56,75, , , , ,C,caj, , 
10840,0044362,6,75,100, , , , ,C,k, , 
10841,0044363,1,0,20, , , , ,A,p, , 
10842,0044363,2,20,28, , , , ,A,e, , 
10843,0044363,3,28,36, , , , ,AB, , , 
10844,0044363,4,36,60, , , , ,B,t, , 
10845,0044363,5,60,82, , , , ,C,ca, , 
10846,0044363,6,82,150, , , , ,C,k, , 
10847,0044364,1,0,20, , , , ,A,p, , 
10848,0044364,2,20,30, , , , ,B,m, , 
10849,0044364,3,30,72, , , , ,C,ca, , 
10850,0044364,4,72,84, , , , ,C,k, , 
10851,0044365,1,-33,-26, , , , ,O,m, , 
10852,0044365,2,-26,-18, , , , ,O,h,1, 
10853,0044365,3,-18,-11, , , , ,O,h,2, 
10854,0044365,4,-11,0, , , , ,O,h,3, 
10855,0044365,5,0,25, , , , ,A,h, , 
10856,0044365,6,25,46, , , , ,AC, , , 
10857,0044365,7,46,106, , , , ,C,kg, , 
10858,0044366,1,0,22, , , , ,A,pk, , 
10859,0044366,2,22,49, , , , ,AC, , , 
10860,0044366,3,49,150, , , , ,C,kgj, , 
10861,0044367,1,0,18, , , , ,A,p, , 
10862,0044367,2,18,30, , , , ,B,tj, , 
10863,0044367,3,30,42, , , , ,BC, , ,2
10864,0044367,4,42,125, , , , ,C,k, ,2
10865,0044368,1,0,10, , , , ,A,p, , 
10866,0044368,2,10,35, , , , ,B,t, , 
10867,0044368,3,35,62, , , , ,C,ca, ,2
10868,0044368,4,62,110, , , , ,C,k, ,2
10869,0044369,1,0,17, , , , ,A,p, , 
10870,0044369,2,17,36, , , , ,B,m, , 
10871,0044369,3,36,65, , , , ,BC, , , 
10872,0044369,4,65,105, , , , ,C,k,1,2
10873,0044369,5,105,135, , , , ,C,k,2,2
10874,0044370,1,0,16, , , , ,A,p, , 
10875,0044370,2,16,46, , , , ,B,m, , 
10876,0044370,3,46,60, , , , ,BC, , ,2
10877,0044370,4,60,110, , , , ,C,k, ,2
10878,0044371,1,0,18, , , , ,A,p, , 
10879,0044371,2,18,47, , , , ,B,t, , 
10880,0044371,3,47,84, , , , ,BC, , , 
10881,0044371,4,84,135, , , , ,C, , , 
10882,0044372,1,0,22, , , , ,A,pk, , 
10883,0044372,2,22,32, , , , ,C,ca, , 
10884,0044372,3,32,100, , , , ,C,kg,1,2
10885,0044372,4,100,120, , , , ,C,kg,2,2
10886,0044373,1,0,15, , , , ,A,p, , 
10887,0044373,2,15,37, , , , ,AB, , , 
10888,0044373,3,37,60, , , , ,B,t, , 
10889,0044373,4,60,79, , , , ,BC, , ,2
10890,0044373,5,79,120, , , , ,C,k, ,2
10891,0044374,1,0,18, , , , ,A,p, , 
10892,0044374,2,18,25, , , , ,AB, , , 
10893,0044374,3,25,48, , , , ,B,tj, , 
10894,0044374,4,48,70, , , , ,BC, , ,2
10895,0044374,5,70,110, , , , ,C,k, ,2
10896,0044375,1,0,23, , , , ,A,p, , 
10897,0044375,2,23,36, , , , ,A,e, , 
10898,0044375,3,36,50, , , , ,AB, , , 
10899,0044375,4,50,62, , , , ,B,t, , 
10900,0044375,5,62,70, , , , ,BC, , , 
10901,0044375,6,70,88, , , , ,BC, , ,2
10902,0044375,7,88,140, , , , ,C,k, ,2
10903,0044376,1,-5,0, , , , ,LFH, , , 
10904,0044376,2,0,15, , , , ,A,he, , 
10905,0044376,3,15,30, , , , ,A,e, , 
10906,0044376,4,30,90, , , , ,B,t, , 
10907,0044376,5,90,120, , , , ,BC, , , 
10908,0044376,6,120,160, , , , ,C,k, , 
10909,0044377,1,0,12, , , , ,A,h, , 
10910,0044377,2,12,27, , , , ,B,tj, , 
10911,0044377,3,27,55, , , , ,BC, , , 
10912,0044377,4,55,135, , , , ,C,k, , 
10913,0044378,1,0,20, , , , ,A,p, , 
10914,0044378,2,20,27, , , , ,A,h, , 
10915,0044378,3,27,47, , , , ,B,m, , 
10916,0044378,4,47,52, , , , ,BC, , , 
10917,0044378,5,52,85, , , , ,C,k, , 
10918,0044378,6,85,100, , , , ,C,kgj,1, 
10919,0044378,7,100,120, , , , ,C,kgj,2, 
10920,0044379,1,0,12, , , , ,A,h, , 
10921,0044379,10,510,620, , , , ,C,kg,4,5
10922,0044379,2,12,22, , , , ,AC, , , 
10923,0044379,3,22,35, , , , ,C,cag, , 
10924,0044379,4,35,78, , , , ,C,kg, ,2
10925,0044379,5,78,200, , , , ,C,kg, ,3
10926,0044379,6,200,225, , , , ,C,kg, ,4
10927,0044379,7,225,390, , , , ,C,kg,1,5
10928,0044379,8,390,480, , , , ,C,kg,2,5
10929,0044379,9,480,510, , , , ,C,kg,3,5
10930,0044380,1,-6,0, , , , ,LF, , , 
10931,0044380,2,0,5, , , , ,B,m,1, 
10932,0044380,3,5,12, , , , ,B,m,2, 
10933,0044380,4,12,30, , , , ,C,ygj,1, 
10934,0044380,5,30,60, , , , ,C,ygj,2, 
10935,0044380,6,60,90, , , , ,C,ygj,3, 
10936,0044380,7,90,98, , , , ,C,z, , 
10937,0044381,1,-3,0, , , , ,F, , , 
10938,0044381,2,0,5, , , , ,A,e, , 
10939,0044381,3,5,23, , , , ,B,m, , 
10940,0044381,4,23,30, , , , ,BC, , , 
10941,0044381,5,30,70, , , , ,C, ,1, 
10942,0044381,6,70,95, , , , ,C, ,2, 
10943,0044382,1,-33,-20, , , , ,O,f,1, 
10944,0044382,2,-20,-3, , , , ,O,f,2, 
10945,0044382,3,-3,0, , , , ,O,m, , 
10946,0044382,4,0,5, , , , ,A,e, , 
10947,0044382,5,5,12, , , , ,B,m,1, 
10948,0044382,6,12,37, , , , ,B,m,2, 
10949,0044382,7,37,50, , , , ,BC, , , 
10950,0044383,1,-8,-3, , , , ,LF, , , 
10951,0044383,2,-3,0, , , , ,H, , , 
10952,0044383,3,0,8, , , , ,A,e, , 
10953,0044383,4,8,27, , , , ,B,m, , 
10954,0044383,5,27,35, , , , ,B,my, , 
10955,0044383,6,35,75, , , , ,BC,y, , 
10956,0044383,7,75,100, , , , ,C, ,1, 
10957,0044383,8,100,120, , , , ,C, ,2, 
10958,0044383,9,120, , , , , ,H,y, , 
10959,0044384,1,-1,0, , , , ,LF, , , 
10960,0044384,10,0,5, , , , ,B,m, , 
10961,0044384,2,0,7, , , , ,B,my,1, 
10962,0044384,3,7,24, , , , ,C,y, , 
10963,0044384,4,6,32, , , , ,BC,y,1, 
10964,0044384,5,20,36, , , , ,B,my,2, 
10965,0044384,6,36,63, , , , ,BC,y,2, 
10966,0044384,7,36,70, , , , ,B,my,3, 
10967,0044384,8,65,120, , , , ,C, ,1, 
10968,0044384,9,2,0, , , , ,LF, , , 
10969,0044385,1,-10,-4, , , , ,LF, , , 
10970,0044385,2,-4,0, , , , ,H, , , 
10971,0044385,3,0,12, , , , ,A,e, , 
10972,0044385,4,12,24, , , , ,B,fj, , 
10973,0044385,5,24,40, , , , ,BC, , , 
10974,0044385,6,40,85, , , , ,C, ,1, 
10975,0044385,7,85,120, , , , ,C, ,2, 
10976,0044386,1,0,3, , , , ,A,ej, , 
10977,0044386,2,3,6, , , , ,B,m, , 
10978,0044386,3,6,12, , , , ,BC, , , 
10979,0044386,4,12,30, , , , ,C,k,1, 
10980,0044386,5,30,80, , , , ,C,k,2, 
10981,0044386,6,80,95, , , , ,C,kz, , 
10982,0044386,7,95,100, , , , ,C,kz, ,2
10983,0044387,1,-2,0, , , , ,LFH, , , 
10984,0044387,2,0,12, , , , ,A,h, , 
10985,0044387,3,12,22, , , , ,AB, , , 
10986,0044387,4,22,35, , , , ,B,mk, , 
10987,0044387,5,35,80, , , , ,C,k,1,2
10988,0044387,6,80,100, , , , ,C,k,2,2
10989,0044388,1,-3,0, , , , ,LFH, , , 
10990,0044388,2,0,26, , , , ,C,gj, , 
10991,0044388,3,26,50, , , , ,C,kgj,1, 
10992,0044388,4,50,65, , , , ,A,hb, , 
10993,0044388,5,65,80, , , , ,C,kgj,2, 
10994,0044388,6,80,100, , , , ,C,kgj,3, 
10995,0044389,1,-3,0, , , , ,LFH, , , 
10996,0044389,2,0,18, , , , ,A,he, , 
10997,0044389,3,18,50, , , , ,B,t,1, 
10998,0044389,4,50,80, , , , ,B,t,2, 
10999,0044389,5,80,100, , , , ,C,kgj, , 
11000,0044390,1,0,18, , , , ,A,pk, , 
11001,0044390,2,18,50, , , , ,AC, , , 
11002,0044390,3,50,85, , , , ,C,kgj, ,2
11003,0044390,4,85,110, , , , ,C,kg, ,2
11004,0044391,1,0,17, , , , ,A,p, , 
11005,0044391,2,17,34, , , , ,C,kgj,1,2
11006,0044391,3,34,80, , , , ,C,kgj,2,2
11007,0044391,4,80,100, , , , ,C,kgj,3,2
11008,0044392,1,0,12, , , , ,A,pk, , 
11009,0044392,2,12,25, , , , ,C,ca, , 
11010,0044392,3,25,40, , , , ,C,kgj,1, 
11011,0044392,4,40,55, , , , ,C,kgj,2, 
11012,0044392,5,55,100, , , , ,C,kg,1,2
11013,0044392,6,100,120, , , , ,C,kg,2,2
11014,0044393,1,0,25, , , , ,A,p, , 
11015,0044393,2,25,60, , , , ,C,kgj,1, 
11016,0044393,3,60,100, , , , ,C,kgj,2, 
11017,0044394,1,0,20, , , , ,A,pk, , 
11018,0044394,2,20,30, , , , ,AC, , , 
11019,0044394,3,30,60, , , , ,C,kgj,1, 
11020,0044394,4,60,110, , , , ,C,kgj,2, 
11021,0044395,1,0,22, , , , ,A,pk, , 
11022,0044395,2,22,35, , , , ,C,ca,1, 
11023,0044395,3,35,47, , , , ,C,ca,2, 
11024,0044395,4,47,90, , , , ,C,kgj,1, 
11025,0044395,5,90,110, , , , ,C,kgj,2, 
11026,0044396,1,0,15, , , , ,A,p, , 
11027,0044396,2,15,32, , , , ,B,tj, , 
