OID_,PROVINCE,DATASET_ID,PEDON_ID,CAL_YEAR,LOCALITY,CONF_METRS,ELEVATION,EXTENT,PURPOSE,CSSC_ORDER,CSSC_GTGRP,CSSC_SBGRP,CSSC_NAME,CSSC_CODE,TX_PHASE_1,TX_FIT,TX_FACTOR1,TX_FACTOR2,LANDUSE,DD_LAT_N,DD_LONG_N
2164,ontario,028,0280789,1989, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.9500008,-91.0999985
2165,ontario,028,0280790,1989, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.0600014,-92.1500015
2166,ontario,028,0280791,1989, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.9099998,-91.8499985
2167,ontario,028,0280792,1989, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.9300003,-91.9599991
2168,ontario,028,0280793,1989, ,1000, , , ,gleysol,humic,orthic, , , , , , , ,49.4500008,-85.8399963
2169,ontario,028,0280794,1989, ,1000, , , ,gleysol,gleysol,orthic, , , , , , , ,49.7799988,-85.0899963
2170,yukon territories,028,0280893,1989, ,1000, , , ,brunisol,eutric,orthic, , , , , , , ,60.2500000,-134.3000031
2171,british columbia,028,0281491,1989, ,1000, , , ,brunisol,dystric,orthic, , , , , , , ,49.1100006,-123.6800003
2172,alberta,078,0780002,1989,"lindbergh, ab",10000, , ,detailed,brunisol,eutric,eluviated,edwand,edw, , , , ,woodland-deciduous,53.9150009,-110.7413635
2173,alberta,078,0780008,1989,"riverview, ab",10000, , ,detailed,chernozem,black,eluviated,mooswa,msw, , , , ,improved pasture/forage,53.8061485,-110.6671829
2174,alberta,078,0780010,1989,"st. edouard, ab",10000, , ,detailed,chernozem,black,gleyed eluviated,pibroch,pib, , , , ,woodland-deciduous,53.9950600,-111.1372375
2175,alberta,078,0780013,1989,"kehewin #123, ab",10000, , ,detailed,gleysol,humic,orthic,bluet,blt, , , , ,woodland grazing,54.0313492,-110.7789001
2176,alberta,078,0780015,1989,"lafond, ab",10000, , ,detailed,organic,fibrisol,typic,drysdale,dde, , , , ,fen,53.8568001,-111.2734985
2177,alberta,078,0780016,1989,"lindbergh, ab",10000, , ,detailed,luvisol,gray luvisol,dark,elk point,elp, , , , ,cropland,53.8424683,-110.7786636
2178,alberta,078,0780018,1989,"boyne lake, ab",10000, , ,detailed,luvisol,gray luvisol,dark,winston,wst, , , , ,improved pasture/forage,54.2422600,-111.5720596
2179,alberta,078,0780019,1989,"st. lina, ab",10000, , ,detailed,luvisol,gray luvisol,dark,kehiwin,khw, , , , , ,54.2460213,-111.4720078
2180,saskatchewan,013,0130436,1988, ,300, , , ,chernozem,black,calcareous,oxbow ,oxc, , , , , ,52.1674805,-104.7881622
2181,saskatchewan,013,0130439,1988, ,300, , , ,chernozem,black,rego,oxbow ,oxds, , , , , ,52.2110596,-105.0311127
2182,saskatchewan,013,0130463,1988, ,300, , , ,chernozem,black,calcareous,oxbow ,oxc, , , , , ,52.4437714,-105.0728378
2183,saskatchewan,013,0130468,1988, ,300, , , ,chernozem,black,orthic,naicam ,nca, , , , , ,52.4581985,-104.9057083
2184,saskatchewan,013,0130470,1988, ,300, , , ,luvisol,gray,dark gray,waitville ,wvd, , , , , ,52.4618187,-105.0791016
2185,saskatchewan,013,0130494,1988, ,300, , , ,chernozem,black,calcareous,naicam ,ncc, , , , , ,52.5783005,-105.1449203
2186,saskatchewan,013,0130517,1988, ,300, , , ,luvisol,gray,orthic,northern light ,nra, , , , , ,52.6765289,-105.2961197
2187,saskatchewan,013,0130525,1988, ,300, , , ,chernozem,dark gray,orthic,tiger hills ,tga, , , , , ,52.7164688,-105.3687515
2188,saskatchewan,013,0130556,1988, ,300, , , ,chernozem,black,orthic,melfort ,mra, , , , , ,52.8581314,-104.7642517
2189,saskatchewan,013,0130566,1988, ,300, , , ,luvisol,gray,orthic,waitville ,wva, , , , , ,52.8872795,-105.3383713
2190,saskatchewan,013,0130569,1988, ,300, , , ,chernozem,black,orthic,melfort ,mra, , , , , ,52.8945084,-104.7096024
2191,saskatchewan,013,0130575,1988, ,300, , , ,gleysol,gleysol,rego,marsh ,mhb, , , , , ,52.9024582,-105.1254272
2192,saskatchewan,013,0130580,1988, ,300, , , ,regosol,humic,orthic,edam ,emd, , , , , ,52.9394684,-105.9784164
2193,saskatchewan,013,0130585,1988, ,7000, , , ,chernozem,black,orthic,meota ,mea, , , , , ,52.9555283,-105.7837982
2194,saskatchewan,013,0130589,1988, ,300, , , ,luvisol,gray,dark gray,la corne ,lcd, , , , , ,52.9800301,-105.9598999
2195,saskatchewan,013,0130590,1988, ,1200, , , ,chernozem,black,orthic,meota ,mea, , , , , ,52.9815292,-105.7758484
2196,saskatchewan,013,0130596,1988, ,300, , , ,chernozem,dark gray,gleyed,tisdale ,tib, , , , , ,52.9929390,-104.1532974
2197,saskatchewan,013,0130599,1988, ,300, , , ,luvisol,gray,dark gray,sylvania ,syd, , , , , ,53.0018005,-105.9474487
2198,saskatchewan,013,0130617,1988, ,300, , , ,luvisol,gray,dark gray,la corne ,lcd, , , , , ,53.0801506,-104.3221664
2199,saskatchewan,013,0130624,1988, ,300, , , ,luvisol,gray,dark gray,sylvania ,syd, , , , , ,53.1598701,-104.4864731
2200,saskatchewan,013,0130625,1988, ,300, , , ,chernozem,dark gray,orthic,tisdale ,tia, , , , , ,53.1600418,-103.9746094
2201,prince edward island,028,0280178,1988, ,1000, , , ,gleysol,luvic,orthic, , , , , , , ,46.7299995,-64.2799988
2202,prince edward island,028,0280179,1988, ,1000, , , ,brunisol,dystric,gleyed eluviated, , , , , , , ,46.2999992,-63.5800018
2203,prince edward island,028,0280180,1988, ,1000, , , ,luvisol,gray,podzolic, , , , , , , ,46.1899986,-62.9399986
2204,prince edward island,028,0280181,1988, ,1000, , , ,brunisol,dystric,gleyed eluviated, , , , , , , ,46.5099983,-63.8300018
2205,prince edward island,028,0280182,1988, ,1000, , , , , , , , , , , , , ,46.6699982,-64.0000000
2206,newfoundland,028,0280225,1988, ,1000, , , ,podzol,ferro-humic,orthic, , , , , , , ,49.0499992,-57.5299988
2207,newfoundland,028,0280226,1988, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,49.2299995,-57.5000000
2208,newfoundland,028,0280229,1988, ,10000, , , ,podzol,humo-ferric,orthic, , , , , , , ,48.9199982,-54.2500000
2209,newfoundland,028,0280239,1988, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,49.0299988,-57.6699982
2210,newfoundland,028,0280240,1988, ,1000, , , , , , , , , , , , , ,49.0499992,-57.6500015
2211,newfoundland,028,0280241,1988, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,49.1699982,-57.5699997
2212,british columbia,028,0280311,1988, ,1000, , , ,luvisol,gray,orthic, , , , , , , ,54.2799988,-125.7300034
2213,british columbia,028,0280312,1988, ,1000, , , , , , , , , , , , , ,53.7000008,-122.8199997
2214,british columbia,028,0280313,1988, ,1000, , , ,brunisol,dystric,orthic, , , , , , , ,54.1300011,-124.6299973
2215,british columbia,028,0280314,1988, ,1000, , , ,luvisol,gray,orthic, , , , , , , ,52.2200012,-122.0599976
2216,british columbia,028,0280315,1988, ,1000, , , ,chernozem,dark gray,orthic, , , , , , , ,51.8800011,-123.0500031
2217,british columbia,028,0280317,1988, ,1000, , , ,luvisol,gray,orthic, , , , , , , ,52.2200012,-122.0500031
2218,british columbia,028,0280795,1988, ,1000, , , ,brunisol,eutric,orthic, , , , , , , ,59.4000015,-129.1699982
2219,british columbia,028,0280796,1988, ,1000, , , ,brunisol,dystric,orthic, , , , , , , ,59.6500015,-130.1699982
2220,british columbia,028,0280797,1988, ,1000, , , ,brunisol,eutric,eluviated, , , , , , , ,59.4799995,-132.1499939
2221,british columbia,028,0280799,1988, ,1000, , , ,brunisol,dystric,gleyed, , , , , , , ,59.5999985,-131.6300049
2222,british columbia,028,0280800,1988, ,1000, , , ,luvisol,gray,brunisolic, , , , , , , ,59.4500008,-127.1200027
2223,yukon territories,028,0280801,1988, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,60.0800018,-130.7700043
2224,british columbia,028,0280802,1988, ,1000, , , ,brunisol,dystric,orthic, , , , , , , ,59.9500008,-131.6999969
2225,british columbia,028,0280803,1988, ,1000, , , ,gleysol,gleysol,rego, , , , , , , ,59.9199982,-131.7700043
2226,british columbia,028,0280804,1988, ,1000, , , ,brunisol,dystric,gleyed eluviated, , , , , , , ,58.7900009,-126.3099976
2227,british columbia,028,0280805,1988, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,59.0400009,-126.1800003
2228,british columbia,028,0280806,1988, ,1000, , , ,luvisol,gray,brunisolic, , , , , , , ,59.7500000,-128.5299988
2229,british columbia,028,0280807,1988, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,57.5999985,-125.7699966
2230,british columbia,028,0280808,1988, ,1000, , , ,podzol,humo-ferric,gleyed, , , , , , , ,56.9500008,-126.1500015
2231,british columbia,028,0280810,1988, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,56.3300018,-127.3300018
2232,british columbia,028,0280811,1988, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,56.0699997,-126.5699997
2233,british columbia,028,0280812,1988, ,1000, , , ,luvisol,gray,brunisolic, , , , , , , ,56.9000015,-126.6699982
2234,british columbia,028,0280813,1988, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,56.6100006,-126.2300034
2235,british columbia,028,0280966,1988, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,50.2000008,-127.5000000
2236,british columbia,028,0280967,1988, ,1000, , , ,podzol,ferro-humic,orthic, , , , , , , ,50.2200012,-127.4800034
2237,british columbia,028,0280970,1988, ,1000, , , ,podzol,ferro-humic,orthic, , , , , , , ,50.2299995,-127.5000000
2238,british columbia,028,0280972,1988, ,1000, , , ,podzol,humo-ferric,gleyed, , , , , , , ,50.2000008,-127.4499969
2239,british columbia,028,0281484,1988, ,1000, , , ,brunisol,sombric,gleyed, , , , , , , ,48.8600006,-123.2699966
2240,british columbia,028,0281485,1988, ,1000, , , ,brunisol,sombric,orthic, , , , , , , ,48.7799988,-123.1699982
2241,british columbia,028,0281486,1988, ,1000, , , ,luvisol,gray,gleyed brunisolic, , , , , , , ,49.0000000,-123.6699982
2242,british columbia,028,0281488,1988, ,1000, , , ,luvisol,gray,brunisolic, , , , , , , ,48.8800011,-123.5100021
2243,british columbia,028,0281489,1988, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,48.7799988,-123.1600037
2244,british columbia,028,0281490,1988, ,1000, , , ,brunisol,dystric,orthic, , , , , , , ,48.9700012,-123.6399994
2245,manitoba,028,0281648,1988, ,1000, , , , , , , , , , , , , ,49.5999985,-98.7200012
2246,manitoba,028,0281659,1988, ,1000, , , , , , , , , , , , , ,49.5999985,-98.8300018
2247,manitoba,028,0281670,1988, ,1000, , , ,gleysol,gleysol,orthic, , , , , , , ,49.5999985,-98.8000031
2248,manitoba,028,0281680,1988, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.5499992,-98.7699966
2249,manitoba,028,0281691,1988, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.4300003,-98.5800018
2250,manitoba,028,0281700,1988, ,1000, , , , , , , , , , , , , ,49.5499992,-98.7500000
2251,manitoba,028,0281712,1988, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.4300003,-98.8199997
2252,manitoba,028,0281723,1988, ,1000, , , , , , , , , , , , , ,49.4300003,-98.8000031
2253,manitoba,028,0281734,1988, ,1000, , , , , , , , , , , , , ,49.4199982,-98.8300018
2254,manitoba,028,0281745,1988, ,1000, , , ,gleysol,gleysol,orthic, , , , , , , ,49.4799995,-98.8199997
2255,alberta,078,0780001,1988,"kehewin #123, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,athabsasca,abc, , , , ,woodland-mixedwood,54.0313110,-110.8033905
2256,alberta,078,0780003,1988,"myrnam, ab",10000, , ,detailed,luvisol,gray luvisol,dark,gabriel,gbl, , , , ,woodland-deciduous,53.7842903,-111.2425385
2257,alberta,078,0780004,1988,"bonnyville no. 87, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,goodridge,gog, , , , ,woodland-mixedwood,54.0351181,-111.0262222
2258,alberta,078,0780005,1988,"elk point, ab",10000, , ,detailed,regosol,humic,cumulic,gratz,grz, , , , ,woodland-unproductive,53.8206711,-111.0136185
2259,alberta,078,0780006,1988,"lindbergh, ab",10000, , ,detailed,chernozem,black,orthic,morningside,mgs, , , , ,natural grazing,53.8933182,-110.7413864
2260,alberta,078,0780007,1988,"kehewin #123, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,moose hills,mhl, , , , ,woodland grazing,54.0241394,-110.7725830
2261,alberta,078,0780011,1988,"lottie lake, ab",10000, , ,detailed,chernozem,black,eluviated,ponoka,pok, , , , ,woodland-deciduous,54.0315704,-111.5580063
2262,alberta,078,0780012,1988,"st paul, ab",10000, , ,detailed,chernozem,black,eluviated,angus ridge,ags, , , , , ,53.9966888,-111.4199524
2263,alberta,078,0780014,1988,"st. edouard, ab",10000, , ,detailed,luvisol,gray luvisol,orthic,cookiing lake,coa, , , , , ,53.9077492,-111.0693893
2264,nova scotia,008,0085899,1987, ,15, , ,research site,luvisol,gray, ,que, ,Gleyed Dark, , , ,cropland,45.7553101,-64.2369080
2265,nova scotia,008,0085900,1987, ,15, , ,research site,luvisol,gray, ,que, ,Gleyed Brunisolic,modal, , ,improved pasture,45.7559395,-64.2285614
2266,nova scotia,008,0085901,1987, ,15, , ,research site,luvisol,gray, ,que, ,Gleyed Brunisolic,modal, , ,cropland,45.7588882,-64.2303009
2267,nova scotia,008,0085902,1987, ,15, , ,research site,brunisol,eutric, ,que, ,Gleyed Eluviated,modal, , ,cropland,45.1471214,-63.4725685
2268,nova scotia,008,0085903,1987, ,15, , ,research site,luvisol,gray, ,que, ,Gleyed Brunisolic,modal, , ,cropland,45.1477585,-63.4687614
2269,nova scotia,008,0085904,1987, ,150, , ,research site,luvisol,gray, ,que, ,Gleyed Dark,modal, , ,improved pasture,45.1437302,-63.4636383
2270,newfoundland,010,0106290,1987, ,15,664,extensive,reconnaisance,podzol,ferro-humic, ,sm, ,Orthic, , , ,alpine,47.9180412,-58.5263901
2271,newfoundland,010,0106291,1987, ,15, ,extensive,reconnaisance,podzol,humo-ferric, ,fc, ,Orthic, , , ,rubbleland,48.0141907,-59.0535698
2272,newfoundland,010,0106292,1987, ,15, ,extensive,reconnaisance,podzol,humo-ferric, ,fc, ,Fragic, , , ,alpine,47.9856300,-58.8822212
2273,newfoundland,010,0106293,1987, ,15, ,extensive,reconnaisance,podzol,humo-ferric, ,cy, ,Fragic, , , ,productive,47.9795303,-58.9248810
2274,newfoundland,010,0106294,1987, ,15, ,extensive,reconnaisance,podzol,humo-ferric, ,sh, ,Orthic, , , , ,47.9418411,-58.9716911
2275,newfoundland,010,0106295,1987, ,15, , ,reconnaisance,podzol,humic, ,vcp, ,Orthic, , , ,unproductive,47.8629417,-53.9606209
2276,newfoundland,010,0106296,1987, ,15, , ,reconnaisance,podzol,ferro-humic, ,ayw, ,Orthic, , , ,productive,47.9767609,-53.9608192
2277,newfoundland,010,0106297,1987, ,15, , ,reconnaisance,podzol,humo-ferric, ,puv, ,Gleyed, , , ,unproductive,47.7870789,-53.9746017
2278,newfoundland,010,0106298,1987, ,15, , ,reconnaisance,podzol,humo-ferric, ,bui, ,Gleyed, , , ,unproductive,47.7761307,-53.9767685
2279,saskatchewan,013,0130063,1987, ,300, , , ,chernozem,no data,orthic,eastend ,eaa, , , , , ,49.8168602,-108.5087738
2280,saskatchewan,013,0130064,1987, ,300, , , ,chernozem,brown,orthic,willows ,wwa, , , , , ,49.8346596,-106.6167297
2281,saskatchewan,013,0130065,1987, ,300, , , ,chernozem,dark brown,orthic,amulet ,ama, , , , , ,49.8421593,-108.5313187
2282,saskatchewan,013,0130066,1987, ,300, , , ,vertisol,vertisol,orthic,sceptre ,scah, , , , , ,49.8565216,-106.5263672
2283,saskatchewan,013,0130067,1987, ,300, , , ,chernozem,brown,rego,ardill ,add, , , , , ,49.9003906,-106.0761032
2284,saskatchewan,013,0130069,1987, ,300, , , ,chernozem,brown,rego,esme ,eed, , , , , ,49.9332008,-107.1226501
2285,saskatchewan,013,0130070,1987, ,300, , , ,chernozem,brown,orthic,fox valley ,fxa, , , , , ,49.9585686,-106.1215820
2286,saskatchewan,013,0130072,1987, ,300, , , ,chernozem,dark brown,eluviated,vesper ,vpe, , , , , ,50.0242119,-108.0553970
2287,saskatchewan,013,0130077,1987, ,300, , , ,chernozem,brown,rego,fox valley ,fxd, , , , , ,50.0497894,-108.7947922
2288,saskatchewan,013,0130109,1987, ,300, , , ,chernozem,brown,orthic,hatton ,hta, , , , , ,50.2027206,-108.5727386
2289,saskatchewan,013,0130118,1987, ,300, , , ,regosol,humic,orthic,antelope ,apd, , , , , ,50.2609215,-108.2075729
2290,saskatchewan,013,0130122,1987, ,300, , , ,chernozem,brown,orthic,fox valley ,fxa, , , , , ,50.2645988,-108.8429718
2291,saskatchewan,013,0130126,1987, ,300, , , ,chernozem,brown,orthic,birsay ,bya, , , , , ,50.2790718,-108.3336411
2292,saskatchewan,013,0130455,1987, ,300, , , ,chernozem,black,rego,cudworth ,cdd, , , , , ,52.4148102,-105.8216476
2293,saskatchewan,013,0130459,1987, ,300, , , ,chernozem,black,orthic,craigmore ,cma, , , , , ,52.4257202,-105.7977066
2294,saskatchewan,013,0130461,1987, ,300, , , ,chernozem,black,calcareous,cudworth ,cdc, , , , , ,52.4366608,-105.8696136
2295,saskatchewan,013,0130462,1987, ,300, , , ,chernozem,black,calcareous,canora ,cac, , , , , ,52.4366684,-105.6954803
2296,saskatchewan,013,0130469,1987, ,300, , , ,chernozem,black,orthic,cudworth ,cda, , , , , ,52.4583015,-105.5578308
2297,saskatchewan,013,0130474,1987, ,300, , , ,chernozem,black,orthic,cudworth ,cda, , , , , ,52.4693718,-105.6537170
2298,saskatchewan,013,0130476,1987, ,300, , , ,chernozem,black,orthic,canora ,caa, , , , , ,52.4873695,-105.5637817
2299,saskatchewan,013,0130484,1987, ,300, , , ,chernozem,black,orthic,cut knife ,cfa, , , , , ,52.5128784,-105.5578995
2300,saskatchewan,013,0130485,1987, ,300, , , ,chernozem,black,calcareous,cudworth ,cdc, , , , , ,52.5164490,-105.7435303
2301,saskatchewan,013,0130487,1987, ,300, , , ,chernozem,black,orthic,craigmore ,cma, , , , , ,52.5383911,-105.8151627
2302,saskatchewan,013,0130491,1987, ,300, , , ,chernozem,black,eluviated,blaine lake ,bbe, , , , , ,52.5711288,-106.0012436
2303,saskatchewan,013,0130497,1987, ,300, , , ,chernozem,black,orthic,craigmore ,cma, , , , , ,52.5963211,-105.8215103
2304,saskatchewan,013,0130498,1987, ,300, , , ,chernozem,black,calcareous,craigmore ,cmc, , , , , ,52.5965614,-105.9173737
2305,saskatchewan,013,0130499,1987, ,300, , , ,chernozem,black,orthic,blaine lake ,bba, , , , , ,52.6038399,-105.6298294
2306,saskatchewan,013,0130500,1987, ,300, , , ,chernozem,black,orthic,blaine lake ,bba, , , , , ,52.6038895,-105.9894180
2307,saskatchewan,013,0130513,1987, ,300, , , ,chernozem,black,calcareous,blaine lake ,bbcs, , , , , ,52.6546593,-105.7910004
2308,saskatchewan,013,0130519,1987, ,300, , , ,chernozem,black,calcareous,blaine lake ,bbc, , , , , ,52.6910896,-105.6768723
2309,saskatchewan,013,0130534,1987, ,300, , , ,chernozem,black,orthic,hoey ,hha, , , , , ,52.7709808,-105.8340836
2310,saskatchewan,013,0130542,1987, ,300, , , ,chernozem,black,calcareous,blaine lake ,bbc, , , , , ,52.8074684,-105.7314835
2311,saskatchewan,013,0130601,1987, ,300, , , ,chernozem,black,orthic,blaine lake ,bba, , , , , ,53.0106316,-105.4172211
2312,saskatchewan,013,0130609,1987, ,7000, , , ,chernozem,black,orthic,hamlin ,hma, , , , , ,53.0328217,-105.7428131
2313,saskatchewan,013,0130610,1987, ,300, , , ,chernozem,black,orthic,hamlin ,hma, , , , , ,53.0349197,-105.8011017
2314,saskatchewan,013,0130613,1987, ,7000, , , ,chernozem,black,calcareous,blaine lake ,bbc, , , , , ,53.0437202,-105.5837479
2315,saskatchewan,013,0130616,1987, ,300, , , ,chernozem,black,eluviated,hoey ,hhe, , , , , ,53.0790482,-105.9544830
2316,saskatchewan,013,0130620,1987, ,300, , , ,chernozem,black,orthic,blaine lake ,bba, , , , , ,53.1047897,-105.6849670
2317,saskatchewan,013,0130621,1987, ,300, , , ,chernozem,black,orthic,bredenbury ,bua, , , , , ,53.1378784,-105.7463913
2318,saskatchewan,013,0130628,1987, ,7000, , , ,luvisol,gray,dark gray,la corne ,lcd, , , , , ,53.1834984,-105.7251129
2319,ontario,028,0280004,1987, ,1000, , , ,gleysol,humic,rego, , , , , , , ,50.1699982,-94.7200012
2320,ontario,028,0280006,1987, ,1000, , , , , , , , , , , , , ,50.1899986,-94.6500015
2321,ontario,028,0280008,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.2200012,-93.7500000
2322,ontario,028,0280009,1987, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,49.2200012,-93.6999969
2323,ontario,028,0280010,1987, ,1000, , , ,brunisol,dystric,orthic, , , , , , , ,49.1899986,-93.7300034
2324,ontario,028,0280011,1987, ,1000, , , ,gleysol,luvic,humic, , , , , , , ,49.2299995,-93.8099976
2325,ontario,028,0280012,1987, ,1000, , , , , , , , , , , , , ,49.1800003,-93.8300018
2326,ontario,028,0280013,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.6599998,-94.1900024
2327,ontario,028,0280015,1987, ,1000, , , , , , , , , , , , , ,49.7099991,-95.0699997
2328,ontario,028,0280016,1987, ,1000, , , ,brunisol,eutric,orthic, , , , , , , ,49.7099991,-95.0899963
2329,ontario,028,0280017,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.7200012,-95.0699997
2330,ontario,028,0280018,1987, ,1000, , , ,brunisol,sombric,orthic, , , , , , , ,49.3300018,-93.8700027
2331,ontario,028,0280019,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.6899986,-93.8799973
2332,ontario,028,0280020,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.6899986,-93.8600006
2333,ontario,028,0280021,1987, ,1000, , , , , , , , , , , , , ,49.4300003,-94.0400009
2334,ontario,028,0280022,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.9900017,-92.3600006
2335,ontario,028,0280024,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.0600014,-92.3399963
2336,ontario,028,0280026,1987, ,1000, , , , , , , , , , , , , ,48.7500000,-92.7699966
2337,ontario,028,0280028,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.8600006,-92.2900009
2338,ontario,028,0280029,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.8499985,-92.2900009
2339,ontario,028,0280030,1987, ,1000, , , , , , , , , , , , , ,48.8499985,-92.4199982
2340,ontario,028,0280031,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.9900017,-92.2900009
2341,ontario,028,0280032,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.8400002,-92.4199982
2342,ontario,028,0280034,1987, ,1000, , , , , , , , , , , , , ,49.7099991,-94.9400024
2343,ontario,028,0280035,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.3100014,-93.7600021
2344,ontario,028,0280037,1987, ,1000, , , ,brunisol,sombric,orthic, , , , , , , ,49.0400009,-93.9499969
2345,ontario,028,0280039,1987, ,1000, , , , , , , , , , , , , ,49.0400009,-92.3499985
2346,ontario,028,0280040,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.7299995,-92.6200027
2347,ontario,028,0280041,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.7299995,-92.6299973
2348,ontario,028,0280042,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.9900017,-92.3000031
2349,ontario,028,0280043,1987, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,48.9500008,-92.4000015
2350,ontario,028,0280045,1987, ,1000, , , , , , , , , , , , , ,48.8400002,-92.3600006
2351,ontario,028,0280046,1987, ,1000, , , ,luvisol,gray,orthic, , , , , , , ,48.8400002,-92.3499985
2352,ontario,028,0280048,1987, ,1000, , , ,luvisol,gray,orthic, , , , , , , ,48.7799988,-92.4499969
2353,ontario,028,0280049,1987, ,1000, , , ,podzol,humo-ferric,orthic, , , , , , , ,48.8400002,-92.4400024
2354,ontario,028,0280050,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,48.7500000,-92.7399979
2355,ontario,028,0280051,1987, ,1000, , , ,brunisol,dystric,orthic, , , , , , , ,49.7400017,-94.6800003
2356,ontario,028,0280053,1987, ,1000, , , ,luvisol,gray,orthic, , , , , , , ,49.3300018,-93.8600006
2357,ontario,028,0280054,1987, ,1000, , , ,gleysol,gleysol,orthic, , , , , , , ,49.1500015,-93.7699966
2358,ontario,028,0280055,1987, ,1000, , , ,gleysol,gleysol,orthic, , , , , , , ,49.6800003,-95.0599976
2359,ontario,028,0280056,1987, ,1000, , , , , , , , , , , , , ,48.9799995,-92.3099976
2360,ontario,028,0280057,1987, ,1000, , , ,gleysol,humic,orthic, , , , , , , ,49.6500015,-94.9300003
2361,ontario,028,0280059,1987, ,1000, , , ,brunisol,sombric,orthic, , , , , , , ,49.6800003,-94.9300003
2362,ontario,028,0280060,1987, ,1000, , , ,luvisol,gray,orthic, , , , , , , ,49.6500015,-94.1900024
2363,ontario,028,0280061,1987, ,1000, , , ,luvisol,gray,orthic, , , , , , , ,49.0400009,-93.9899979
2364,ontario,028,0280062,1987, ,1000, , , , , , , , , , , , , ,49.0299988,-93.9899979
2365,ontario,028,0280063,1987, ,1000, , , ,brunisol,sombric,orthic, , , , , , , ,49.1599998,-93.7300034
2366,ontario,028,0280065,1987, ,1000, , , ,brunisol,dystric,orthic, , , , , , , ,49.2500000,-94.0100021
2367,ontario,028,0280067,1987, ,1000, , , , , , , , , , , , , ,48.7200012,-93.0400009
2368,ontario,028,0280070,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,49.0400009,-94.1800003
2369,ontario,028,0280071,1987, ,1000, , , ,brunisol,dystric,eluviated, , , , , , , ,50.1899986,-94.5199966
2370,ontario,028,0280072,1987, ,1000, , , ,luvisol,gray,orthic, , , , , , , ,49.7000008,-94.2600021
2371,ontario,028,0280073,1987, ,1000, , , , , , , , , , , , , ,49.5800018,-94.0800018
2372,ontario,028,0280074,1987, ,1000, , , , , , , , , , , , , ,49.5600014,-94.0699997
2373,ontario,028,0280075,1987, ,1000, , , ,brunisol,dystric,orthic, , , , , , , ,50.1199989,-94.3799973
2374,ontario,028,0280076,1987, ,1000, , , ,brunisol,dystric,gleyed eluviated, , , , , , , ,48.8699989,-93.8499985
2375,ontario,028,0280077,1987, ,1000, , , ,gleysol,humic,orthic, , , , , , , ,48.5200005,-93.7799988
2376,ontario,028,0280079,1987, ,1000, , , ,brunisol,sombric,eluviated, , , , , , , ,48.9900017,-94.4300003
2377,ontario,028,0280081,1987, ,1000, , , ,luvisol,gray,gleyed, , , , , , , ,48.9900017,-94.4400024
2378,ontario,028,0280083,1987, ,1000, , , , , , , , , , , , , ,48.9900017,-94.4499969
2379,ontario,028,0280084,1987, ,1000, , , ,brunisol,sombric,orthic, , , , , , , ,48.9000015,-93.9300003
